chart_name,date,rank,title,artist
hot-100,1959-03-30,54,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-03-30,55,When The Saints Go Marching In,Fats Domino
hot-100,1959-03-30,56,The All American Boy,Bill Parsons
hot-100,1959-03-30,57,Yea - Yea (Class Cutter),Dale Hawkins
hot-100,1959-03-30,58,Heavenly Lover,Teresa Brewer
hot-100,1959-03-30,59,La Bamba,Ritchie Valens
hot-100,1959-03-30,60,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-03-30,61,Take A Message To Mary,The Everly Brothers
hot-100,1959-03-30,62,Because You're Young,Jimmie Rodgers
hot-100,1959-03-30,63,Lonely Teardrops,Jackie Wilson
hot-100,1959-03-30,64,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-03-30,65,As Time Goes By,Johnny Nash
hot-100,1959-03-30,66,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-03-30,67,Matilda,Cookie And His Cupcakes
hot-100,1959-03-30,68,The Beat,The Rockin R's
hot-100,1959-03-30,69,Poor Jenny,The Everly Brothers
hot-100,1959-03-30,70,Guess Who,Jesse Belvin
hot-100,1959-03-30,71,The Answer To A Maiden's Prayer,June Valli
hot-100,1959-03-30,72,Goodbye Baby,Jack Scott
hot-100,1959-03-30,73,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-03-30,74,Come To Me,Marv Johnson
hot-100,1959-03-30,75,Fried Eggs,The Intruders
hot-100,1959-03-30,76,Six Nights A Week,The Crests
hot-100,1959-03-30,77,Gotta Travel On,Billy Grammer
hot-100,1959-03-30,78,There Must Be A Way,Joni James
hot-100,1959-03-30,79,Turn Me Loose,Fabian
hot-100,1959-03-30,80,That's Why (I Love You So),Jackie Wilson
hot-100,1959-03-30,81,"No Other Arms, No Other Lips",The Four Aces
hot-100,1959-03-30,82,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-03-30,83,Someone,Johnny Mathis
hot-100,1959-03-30,84,Enchanted,The Platters
hot-100,1959-03-30,85,My Happiness,Connie Francis
hot-100,1959-03-30,86,Midnight Oil,Charlie Blackwell
hot-100,1959-03-30,87,Rockin' Crickets,Hot-Toddys featuring Bill Pennell
hot-100,1959-03-30,88,Who's That Knocking,The Genies
hot-100,1959-03-30,89,Hawaiian War Chant,Billy Vaughn And His Orchestra
hot-100,1959-03-30,90,French Foreign Legion,Frank Sinatra
hot-100,1959-03-30,91,Nola,The Morgan Brothers
hot-100,1959-03-30,92,A House Of Love,Scott Garrett
hot-100,1959-03-30,93,Star Love,The Playmates
hot-100,1959-03-30,94,Wishful Thinking,Little Anthony And The Imperials
hot-100,1959-03-30,95,Raining In My Heart,Buddy Holly
hot-100,1959-03-30,96,Almost Grown,Chuck Berry
hot-100,1959-03-30,97,I Miss You So,Paul Anka
hot-100,1959-03-30,98,Boom-A-Dip-Dip,Stan Robinson
hot-100,1959-03-30,99,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-03-30,100,The Chick,Lee and Paul
hot-100,1959-04-06,1,Venus,Frankie Avalon
hot-100,1959-04-06,2,Come Softly To Me,The Fleetwoods
hot-100,1959-04-06,3,It's Just A Matter Of Time,Brook Benton
hot-100,1959-04-06,4,Pink Shoe Laces,Dodie Stevens
hot-100,1959-04-06,5,Tragedy,Thomas Wayne With the Delons
hot-100,1959-04-06,6,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-04-06,7,Charlie Brown,The Coasters
hot-100,1959-04-06,8,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-04-06,9,It's Late,Ricky Nelson
hot-100,1959-04-06,10,Guitar Boogie Shuffle,The Virtues
hot-100,1959-04-06,11,I've Had It,The Bell Notes
hot-100,1959-04-06,12,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-04-06,13,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-04-06,14,Sea Cruise,Frankie Ford
hot-100,1959-04-06,15,Since I Don't Have You,The Skyliners
hot-100,1959-04-06,16,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-04-06,17,Please Mr. Sun,Tommy Edwards
hot-100,1959-04-06,18,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-04-06,19,Stagger Lee,Lloyd Price
hot-100,1959-04-06,20,The Tijuana Jail,The Kingston Trio
hot-100,1959-04-06,21,This Should Go On Forever,Rod Bernard
hot-100,1959-04-06,22,If I Didn't Care,Connie Francis
hot-100,1959-04-06,23,Tell Him No,Travis & Bob
hot-100,1959-04-06,24,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-04-06,25,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-04-06,26,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-04-06,27,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-04-06,28,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-04-06,29,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-04-06,30,I Cried A Tear,LaVern Baker
hot-100,1959-04-06,31,Donna,Ritchie Valens
hot-100,1959-04-06,32,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-04-06,33,Tomboy,Perry Como
hot-100,1959-04-06,34,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-04-06,35,Enchanted,The Platters
hot-100,1959-04-06,36,For A Penny,Pat Boone
hot-100,1959-04-06,37,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-04-06,38,May You Always,The McGuire Sisters
hot-100,1959-04-06,39,Turn Me Loose,Fabian
hot-100,1959-04-06,40,Heavenly Lover,Teresa Brewer
hot-100,1959-04-06,41,Tall Paul,Annette With The Afterbeats
hot-100,1959-04-06,42,I Go Ape,Neil Sedaka
hot-100,1959-04-06,43,Guess Who,Jesse Belvin
hot-100,1959-04-06,44,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-04-06,45,Come Softly To Me,Ronnie Height
hot-100,1959-04-06,46,The Hanging Tree,Marty Robbins
hot-100,1959-04-06,47,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-04-06,48,Moonlight Serenade,The Rivieras
hot-100,1959-04-06,49,I Got A Wife,The Mark IV
hot-100,1959-04-06,50,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-04-06,51,16 Candles,The Crests
hot-100,1959-04-06,52,Telling Lies,Fats Domino
hot-100,1959-04-06,53,Yea - Yea (Class Cutter),Dale Hawkins
hot-100,1959-04-06,54,Take A Message To Mary,The Everly Brothers
hot-100,1959-04-06,55,The Story Of My Love,Conway Twitty
hot-100,1959-04-06,56,Nola,Billy Williams
hot-100,1959-04-06,57,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-04-06,58,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-04-06,59,As Time Goes By,Johnny Nash
hot-100,1959-04-06,60,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-04-06,61,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-04-06,62,La Bamba,Ritchie Valens
hot-100,1959-04-06,63,Come To Me,Marv Johnson
hot-100,1959-04-06,64,The Beat,The Rockin R's
hot-100,1959-04-06,65,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-04-06,66,Someone,Johnny Mathis
hot-100,1959-04-06,67,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-04-06,68,First Anniversary,Cathy Carr
hot-100,1959-04-06,69,Poor Jenny,The Everly Brothers
hot-100,1959-04-06,70,Six Nights A Week,The Crests
hot-100,1959-04-06,71,Lonely Teardrops,Jackie Wilson
hot-100,1959-04-06,72,Almost Grown,Chuck Berry
hot-100,1959-04-06,73,That's Why (I Love You So),Jackie Wilson
hot-100,1959-04-06,74,Because You're Young,Jimmie Rodgers
hot-100,1959-04-06,75,The All American Boy,Bill Parsons
hot-100,1959-04-06,76,Matilda,Cookie And His Cupcakes
hot-100,1959-04-06,77,So Fine,The Fiestas
hot-100,1959-04-06,78,I Miss You So,Paul Anka
hot-100,1959-04-06,79,Fried Eggs,The Intruders
hot-100,1959-04-06,80,"No Other Arms, No Other Lips",The Four Aces
hot-100,1959-04-06,81,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-04-06,82,Tell Him No,Dean & Marc
hot-100,1959-04-06,83,Lovey Dovey,Clyde McPhatter
hot-100,1959-04-06,84,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-04-06,85,Rockin' Crickets,Hot-Toddys featuring Bill Pennell
hot-100,1959-04-06,86,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-04-06,87,French Foreign Legion,Frank Sinatra
hot-100,1959-04-06,88,Raining In My Heart,Buddy Holly
hot-100,1959-04-06,89,Boom-A-Dip-Dip,Stan Robinson
hot-100,1959-04-06,90,Gotta Travel On,Billy Grammer
hot-100,1959-04-06,91,Who's That Knocking,The Genies
hot-100,1959-04-06,92,Star Love,The Playmates
hot-100,1959-04-06,93,Midnight Oil,Charlie Blackwell
hot-100,1959-04-06,94,My Happiness,Connie Francis
hot-100,1959-04-06,95,Only You,Franck Pourcel's French Fiddles
hot-100,1959-04-06,96,77 Sunset Strip,The Big Sound Of Don Ralke
hot-100,1959-04-06,97,When The Saints Go Marching In,Fats Domino
hot-100,1959-04-06,98,That's My Little Suzie,Ritchie Valens
hot-100,1959-04-06,99,I Never Felt Like This,Jack Scott
hot-100,1959-04-06,100,There Must Be A Way,Joni James
hot-100,1959-04-13,1,Come Softly To Me,The Fleetwoods
hot-100,1959-04-13,2,Venus,Frankie Avalon
hot-100,1959-04-13,3,Pink Shoe Laces,Dodie Stevens
hot-100,1959-04-13,4,It's Just A Matter Of Time,Brook Benton
hot-100,1959-04-13,5,Tragedy,Thomas Wayne With the Delons
hot-100,1959-04-13,6,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-04-13,7,Charlie Brown,The Coasters
hot-100,1959-04-13,8,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-04-13,9,Guitar Boogie Shuffle,The Virtues
hot-100,1959-04-13,10,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-04-13,11,It's Late,Ricky Nelson
hot-100,1959-04-13,12,Since I Don't Have You,The Skyliners
hot-100,1959-04-13,13,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-04-13,14,The Tijuana Jail,The Kingston Trio
hot-100,1959-04-13,15,Sea Cruise,Frankie Ford
hot-100,1959-04-13,16,Tell Him No,Travis & Bob
hot-100,1959-04-13,17,Turn Me Loose,Fabian
hot-100,1959-04-13,18,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-04-13,19,I've Had It,The Bell Notes
hot-100,1959-04-13,20,This Should Go On Forever,Rod Bernard
hot-100,1959-04-13,21,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-04-13,22,Enchanted,The Platters
hot-100,1959-04-13,23,Please Mr. Sun,Tommy Edwards
hot-100,1959-04-13,24,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-04-13,25,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-04-13,26,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-04-13,27,For A Penny,Pat Boone
hot-100,1959-04-13,28,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-04-13,29,If I Didn't Care,Connie Francis
hot-100,1959-04-13,30,That's Why (I Love You So),Jackie Wilson
hot-100,1959-04-13,31,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-04-13,32,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-04-13,33,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-04-13,34,Donna,Ritchie Valens
hot-100,1959-04-13,35,Guess Who,Jesse Belvin
hot-100,1959-04-13,36,Stagger Lee,Lloyd Price
hot-100,1959-04-13,37,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-04-13,38,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-04-13,39,Six Nights A Week,The Crests
hot-100,1959-04-13,40,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-04-13,41,The Hanging Tree,Marty Robbins
hot-100,1959-04-13,42,I Cried A Tear,LaVern Baker
hot-100,1959-04-13,43,I Go Ape,Neil Sedaka
hot-100,1959-04-13,44,I Miss You So,Paul Anka
hot-100,1959-04-13,45,Heavenly Lover,Teresa Brewer
hot-100,1959-04-13,46,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-04-13,47,Moonlight Serenade,The Rivieras
hot-100,1959-04-13,48,Almost Grown,Chuck Berry
hot-100,1959-04-13,49,Come To Me,Marv Johnson
hot-100,1959-04-13,50,Take A Message To Mary,The Everly Brothers
hot-100,1959-04-13,51,Tomboy,Perry Como
hot-100,1959-04-13,52,Yea - Yea (Class Cutter),Dale Hawkins
hot-100,1959-04-13,53,Tell Him No,Dean & Marc
hot-100,1959-04-13,54,As Time Goes By,Johnny Nash
hot-100,1959-04-13,55,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-04-13,56,May You Always,The McGuire Sisters
hot-100,1959-04-13,57,The Beat,The Rockin R's
hot-100,1959-04-13,58,Someone,Johnny Mathis
hot-100,1959-04-13,59,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-04-13,60,So Fine,The Fiestas
hot-100,1959-04-13,61,Lovey Dovey,Clyde McPhatter
hot-100,1959-04-13,62,Come Softly To Me,Ronnie Height
hot-100,1959-04-13,63,I Got A Wife,The Mark IV
hot-100,1959-04-13,64,16 Candles,The Crests
hot-100,1959-04-13,65,Tall Paul,Annette With The Afterbeats
hot-100,1959-04-13,66,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-04-13,67,Poor Jenny,The Everly Brothers
hot-100,1959-04-13,68,Nola,Billy Williams
hot-100,1959-04-13,69,French Foreign Legion,Frank Sinatra
hot-100,1959-04-13,70,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-04-13,71,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-04-13,72,Lonely Teardrops,Jackie Wilson
hot-100,1959-04-13,73,Matilda,Cookie And His Cupcakes
hot-100,1959-04-13,74,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-04-13,75,Star Love,The Playmates
hot-100,1959-04-13,76,The Kissing Tree,Billy Grammer
hot-100,1959-04-13,77,That's My Little Suzie,Ritchie Valens
hot-100,1959-04-13,78,The Walls Have Ears,Patti Page
hot-100,1959-04-13,79,Only You,Franck Pourcel's French Fiddles
hot-100,1959-04-13,80,Telling Lies,Fats Domino
hot-100,1959-04-13,81,I Still Get A Thrill (Thinking Of You),Joni James
hot-100,1959-04-13,82,First Anniversary,Cathy Carr
hot-100,1959-04-13,83,Boom-A-Dip-Dip,Stan Robinson
hot-100,1959-04-13,84,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-04-13,85,Who's That Knocking,The Genies
hot-100,1959-04-13,86,The Story Of My Love,Conway Twitty
hot-100,1959-04-13,87,Bonaparte's Retreat,Billy Grammer
hot-100,1959-04-13,88,I Think I'm Gonna Kill Myself,Buddy Knox
hot-100,1959-04-13,89,77 Sunset Strip,The Big Sound Of Don Ralke
hot-100,1959-04-13,90,Jo-Jo The Dog-Faced Boy,Annette
hot-100,1959-04-13,91,I've Come Of Age,Billy Storm
hot-100,1959-04-13,92,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-04-13,93,I Never Felt Like This,Jack Scott
hot-100,1959-04-13,94,Lonely For You,Gary Stites
hot-100,1959-04-13,95,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-04-13,96,My Heart Is An Open Book,"Carl Dobkins, Jr."
hot-100,1959-04-13,97,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-04-13,98,Little Queenie,Chuck Berry
hot-100,1959-04-13,99,You Can't Be True Dear,The Mary Kaye Trio
hot-100,1959-04-13,100,Kansas City,Wilbert Harrison
hot-100,1959-04-20,1,Come Softly To Me,The Fleetwoods
hot-100,1959-04-20,2,Venus,Frankie Avalon
hot-100,1959-04-20,3,Pink Shoe Laces,Dodie Stevens
hot-100,1959-04-20,4,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-04-20,5,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-04-20,6,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-04-20,7,Guitar Boogie Shuffle,The Virtues
hot-100,1959-04-20,8,It's Just A Matter Of Time,Brook Benton
hot-100,1959-04-20,9,Tragedy,Thomas Wayne With the Delons
hot-100,1959-04-20,10,It's Late,Ricky Nelson
hot-100,1959-04-20,11,Tell Him No,Travis & Bob
hot-100,1959-04-20,12,The Tijuana Jail,The Kingston Trio
hot-100,1959-04-20,13,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-04-20,14,Sea Cruise,Frankie Ford
hot-100,1959-04-20,15,Since I Don't Have You,The Skyliners
hot-100,1959-04-20,16,Charlie Brown,The Coasters
hot-100,1959-04-20,17,Turn Me Loose,Fabian
hot-100,1959-04-20,18,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-04-20,19,Enchanted,The Platters
hot-100,1959-04-20,20,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-04-20,21,That's Why (I Love You So),Jackie Wilson
hot-100,1959-04-20,22,This Should Go On Forever,Rod Bernard
hot-100,1959-04-20,23,For A Penny,Pat Boone
hot-100,1959-04-20,24,Please Mr. Sun,Tommy Edwards
hot-100,1959-04-20,25,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-04-20,26,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-04-20,27,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-04-20,28,If I Didn't Care,Connie Francis
hot-100,1959-04-20,29,I've Had It,The Bell Notes
hot-100,1959-04-20,30,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-04-20,31,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-04-20,32,Take A Message To Mary,The Everly Brothers
hot-100,1959-04-20,33,Guess Who,Jesse Belvin
hot-100,1959-04-20,34,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-04-20,35,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-04-20,36,Poor Jenny,The Everly Brothers
hot-100,1959-04-20,37,Come To Me,Marv Johnson
hot-100,1959-04-20,38,Six Nights A Week,The Crests
hot-100,1959-04-20,39,Almost Grown,Chuck Berry
hot-100,1959-04-20,40,I Miss You So,Paul Anka
hot-100,1959-04-20,41,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-04-20,42,Tell Him No,Dean & Marc
hot-100,1959-04-20,43,Only You,Franck Pourcel's French Fiddles
hot-100,1959-04-20,44,As Time Goes By,Johnny Nash
hot-100,1959-04-20,45,Someone,Johnny Mathis
hot-100,1959-04-20,46,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-04-20,47,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-04-20,48,I Go Ape,Neil Sedaka
hot-100,1959-04-20,49,Donna,Ritchie Valens
hot-100,1959-04-20,50,Come Softly To Me,Ronnie Height
hot-100,1959-04-20,51,Heavenly Lover,Teresa Brewer
hot-100,1959-04-20,52,Lovey Dovey,Clyde McPhatter
hot-100,1959-04-20,53,Yea - Yea (Class Cutter),Dale Hawkins
hot-100,1959-04-20,54,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-04-20,55,So Fine,The Fiestas
hot-100,1959-04-20,56,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-04-20,57,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-04-20,58,I Cried A Tear,LaVern Baker
hot-100,1959-04-20,59,The Hanging Tree,Marty Robbins
hot-100,1959-04-20,60,That's My Little Suzie,Ritchie Valens
hot-100,1959-04-20,61,French Foreign Legion,Frank Sinatra
hot-100,1959-04-20,62,The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone
hot-100,1959-04-20,63,Moonlight Serenade,The Rivieras
hot-100,1959-04-20,64,Stagger Lee,Lloyd Price
hot-100,1959-04-20,65,Tomboy,Perry Como
hot-100,1959-04-20,66,Endlessly,Brook Benton
hot-100,1959-04-20,67,The Beat,The Rockin R's
hot-100,1959-04-20,68,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-04-20,69,A Teenager In Love,Dion & The Belmonts
hot-100,1959-04-20,70,I Still Get A Thrill (Thinking Of You),Joni James
hot-100,1959-04-20,71,Kansas City,Wilbert Harrison
hot-100,1959-04-20,72,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens
hot-100,1959-04-20,73,The Kissing Tree,Billy Grammer
hot-100,1959-04-20,74,Who's That Knocking,The Genies
hot-100,1959-04-20,75,Goodnight Irene,Billy Williams
hot-100,1959-04-20,76,77 Sunset Strip,The Big Sound Of Don Ralke
hot-100,1959-04-20,77,The Walls Have Ears,Patti Page
hot-100,1959-04-20,78,I Need Your Lovin',Roy Hamilton
hot-100,1959-04-20,79,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-04-20,80,Jo-Jo The Dog-Faced Boy,Annette
hot-100,1959-04-20,81,Bonaparte's Retreat,Billy Grammer
hot-100,1959-04-20,82,Matilda,Cookie And His Cupcakes
hot-100,1959-04-20,83,I Think I'm Gonna Kill Myself,Buddy Knox
hot-100,1959-04-20,84,Star Love,The Playmates
hot-100,1959-04-20,85,I've Come Of Age,Billy Storm
hot-100,1959-04-20,86,May You Always,The McGuire Sisters
hot-100,1959-04-20,87,Lonely For You,Gary Stites
hot-100,1959-04-20,88,You're So Fine,The Falcons
hot-100,1959-04-20,89,I Never Felt Like This,Jack Scott
hot-100,1959-04-20,90,Dream Lover,Bobby Darin
hot-100,1959-04-20,91,Boom-A-Dip-Dip,Stan Robinson
hot-100,1959-04-20,92,You Can't Be True Dear,The Mary Kaye Trio
hot-100,1959-04-20,93,A Touch Of Pink,Jerry Wallace
hot-100,1959-04-20,94,I Kneel At Your Throne,Joe Medlin
hot-100,1959-04-20,95,I Waited Too Long,LaVern Baker
hot-100,1959-04-20,96,Walkin' To Mother's,Ray Anthony and His Orchestra
hot-100,1959-04-20,97,I Told Myself A Lie,Clyde McPhatter
hot-100,1959-04-20,98,That's All I Want,Bobby Day
hot-100,1959-04-20,99,Two Brothers,David Hill
hot-100,1959-04-20,100,Pipe Dreams,Jimmy Beck & His Orchestra
hot-100,1959-04-27,1,Come Softly To Me,The Fleetwoods
hot-100,1959-04-27,2,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-04-27,3,Venus,Frankie Avalon
hot-100,1959-04-27,4,Pink Shoe Laces,Dodie Stevens
hot-100,1959-04-27,5,Guitar Boogie Shuffle,The Virtues
hot-100,1959-04-27,6,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-04-27,7,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-04-27,8,Tell Him No,Travis & Bob
hot-100,1959-04-27,9,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-04-27,10,Turn Me Loose,Fabian
hot-100,1959-04-27,11,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-04-27,12,Since I Don't Have You,The Skyliners
hot-100,1959-04-27,13,Enchanted,The Platters
hot-100,1959-04-27,14,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-04-27,15,The Tijuana Jail,The Kingston Trio
hot-100,1959-04-27,16,Tragedy,Thomas Wayne With the Delons
hot-100,1959-04-27,17,That's Why (I Love You So),Jackie Wilson
hot-100,1959-04-27,18,Sea Cruise,Frankie Ford
hot-100,1959-04-27,19,It's Just A Matter Of Time,Brook Benton
hot-100,1959-04-27,20,It's Late,Ricky Nelson
hot-100,1959-04-27,21,This Should Go On Forever,Rod Bernard
hot-100,1959-04-27,22,Take A Message To Mary,The Everly Brothers
hot-100,1959-04-27,23,For A Penny,Pat Boone
hot-100,1959-04-27,24,Kansas City,Wilbert Harrison
hot-100,1959-04-27,25,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens
hot-100,1959-04-27,26,Charlie Brown,The Coasters
hot-100,1959-04-27,27,Poor Jenny,The Everly Brothers
hot-100,1959-04-27,28,Six Nights A Week,The Crests
hot-100,1959-04-27,29,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-04-27,30,Only You,Franck Pourcel's French Fiddles
hot-100,1959-04-27,31,Come To Me,Marv Johnson
hot-100,1959-04-27,32,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-04-27,33,I Miss You So,Paul Anka
hot-100,1959-04-27,34,A Teenager In Love,Dion & The Belmonts
hot-100,1959-04-27,35,Guess Who,Jesse Belvin
hot-100,1959-04-27,36,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-04-27,37,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-04-27,38,So Fine,The Fiestas
hot-100,1959-04-27,39,Almost Grown,Chuck Berry
hot-100,1959-04-27,40,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-04-27,41,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-04-27,42,Tell Him No,Dean & Marc
hot-100,1959-04-27,43,I've Had It,The Bell Notes
hot-100,1959-04-27,44,Someone,Johnny Mathis
hot-100,1959-04-27,45,If I Didn't Care,Connie Francis
hot-100,1959-04-27,46,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-04-27,47,Please Mr. Sun,Tommy Edwards
hot-100,1959-04-27,48,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-04-27,49,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-04-27,50,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-04-27,51,Lovey Dovey,Clyde McPhatter
hot-100,1959-04-27,52,As Time Goes By,Johnny Nash
hot-100,1959-04-27,53,Dream Lover,Bobby Darin
hot-100,1959-04-27,54,Endlessly,Brook Benton
hot-100,1959-04-27,55,That's My Little Suzie,Ritchie Valens
hot-100,1959-04-27,56,I Think I'm Gonna Kill Myself,Buddy Knox
hot-100,1959-04-27,57,Bonaparte's Retreat,Billy Grammer
hot-100,1959-04-27,58,I Still Get A Thrill (Thinking Of You),Joni James
hot-100,1959-04-27,59,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-04-27,60,Lonely For You,Gary Stites
hot-100,1959-04-27,61,I've Come Of Age,Billy Storm
hot-100,1959-04-27,62,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-04-27,63,I Need Your Lovin',Roy Hamilton
hot-100,1959-04-27,64,The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone
hot-100,1959-04-27,65,Personality,Lloyd Price and His Orchestra
hot-100,1959-04-27,66,The Kissing Tree,Billy Grammer
hot-100,1959-04-27,67,Come Softly To Me,Ronnie Height
hot-100,1959-04-27,68,Heavenly Lover,Teresa Brewer
hot-100,1959-04-27,69,77 Sunset Strip,The Big Sound Of Don Ralke
hot-100,1959-04-27,70,I Cried A Tear,LaVern Baker
hot-100,1959-04-27,71,Who's That Knocking,The Genies
hot-100,1959-04-27,72,You're So Fine,The Falcons
