chart_name,date,rank,title,artist
hot-100,1959-10-12,76,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-10-12,77,What'd I Say (Part I & II),Ray Charles and his Orchestra
hot-100,1959-10-12,78,I'll Never Fall In Love Again,Johnnie Ray
hot-100,1959-10-12,79,The Mummy,Bob McFadden And Dor
hot-100,1959-10-12,80,The Caterpillar Crawl,The Strangers
hot-100,1959-10-12,81,My Own True Love,Jimmy Clanton
hot-100,1959-10-12,82,It Happened Today,The Skyliners
hot-100,1959-10-12,83,Running Bear,Johnny Preston
hot-100,1959-10-12,84,Robbin' The Cradle,Tony Bellus
hot-100,1959-10-12,85,True True Happiness,Johnny Tillotson
hot-100,1959-10-12,86,Johnny Reb,Johnny Horton
hot-100,1959-10-12,87,If You Don't Want My Lovin',"Carl Dobkins, Jr."
hot-100,1959-10-12,88,Poco-Loco,Gene & Eunice
hot-100,1959-10-12,89,Linda Lu,Ray Sharpe
hot-100,1959-10-12,90,Joey's Song,Bill Haley And His Comets
hot-100,1959-10-12,91,Lavender-Blue,Sammy Turner
hot-100,1959-10-12,92,I Don't Know,Ruth Brown
hot-100,1959-10-12,93,Bad Girl,The Miracles
hot-100,1959-10-12,94,Goodbye Charlie,Patti Page
hot-100,1959-10-12,95,Somethin Else,Eddie Cochran
hot-100,1959-10-12,96,Boogie Bear,Boyd Bennett
hot-100,1959-10-12,97,Dance With Me,The Drifters
hot-100,1959-10-12,98,The Story Of Our Love,Johnny Mathis
hot-100,1959-10-12,99,Love Walked In,The Flamingos
hot-100,1959-10-12,100,There Comes A Time,Jack Scott
hot-100,1959-10-19,1,Mack The Knife,Bobby Darin
hot-100,1959-10-19,2,Put Your Head On My Shoulder,Paul Anka
hot-100,1959-10-19,3,Mr. Blue,The Fleetwoods
hot-100,1959-10-19,4,Teen Beat,Sandy Nelson
hot-100,1959-10-19,5,('til) I Kissed You,The Everly Brothers
hot-100,1959-10-19,6,Sleep Walk,Santo & Johnny
hot-100,1959-10-19,7,Lonely Street,Andy Williams
hot-100,1959-10-19,8,Poison Ivy,The Coasters
hot-100,1959-10-19,9,Just Ask Your Heart,Frankie Avalon
hot-100,1959-10-19,10,The Three Bells,The Browns
hot-100,1959-10-19,11,Primrose Lane,Jerry Wallace With The Jewels
hot-100,1959-10-19,12,I'm Gonna Get Married,Lloyd Price
hot-100,1959-10-19,13,Don't You Know,Della Reese
hot-100,1959-10-19,14,Red River Rock,Johnny And The Hurricanes
hot-100,1959-10-19,15,Deck Of Cards,Wink Martindale
hot-100,1959-10-19,16,Battle Hymn Of The Republic,The Mormon Tabernacle Choir
hot-100,1959-10-19,17,Morgen,Ivo Robic and The Song-Masters
hot-100,1959-10-19,18,The Battle Of Kookamonga,Homer And Jethro
hot-100,1959-10-19,19,Broken-Hearted Melody,Sarah Vaughan
hot-100,1959-10-19,20,A Worried Man,The Kingston Trio
hot-100,1959-10-19,21,"I Loves You, Porgy",Nina Simone
hot-100,1959-10-19,22,The Angels Listened In,The Crests
hot-100,1959-10-19,23,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
hot-100,1959-10-19,24,Say Man,Bo Diddley
hot-100,1959-10-19,25,Hey Little Girl,Dee Clark
hot-100,1959-10-19,26,Danny Boy,Conway Twitty
hot-100,1959-10-19,27,Sea Of Love,Phil Phillips With The Twilights
hot-100,1959-10-19,28,In The Mood,Ernie Fields & Orch.
hot-100,1959-10-19,29,Heartaches By The Number,Guy Mitchell
hot-100,1959-10-19,30,Makin' Love,Floyd Robinson
hot-100,1959-10-19,31,You Were Mine,Fireflies
hot-100,1959-10-19,32,Just As Much As Ever,Bob Beckham
hot-100,1959-10-19,33,I Want To Walk You Home,Fats Domino
hot-100,1959-10-19,34,Mary Lou,Ronnie Hawkins and The Hawks
hot-100,1959-10-19,35,Woo-Hoo,Rock-A-Teens
hot-100,1959-10-19,36,Fools Hall Of Fame,Pat Boone
hot-100,1959-10-19,37,The Enchanted Sea,The Islanders
hot-100,1959-10-19,38,Tucumcari,Jimmie Rodgers
hot-100,1959-10-19,39,Misty,Johnny Mathis
hot-100,1959-10-19,40,I Ain't Never,Webb Pierce
hot-100,1959-10-19,41,Oh! Carol,Neil Sedaka
hot-100,1959-10-19,42,Torquay,Fireballs
hot-100,1959-10-19,43,Love Potion No. 9,The Clovers
hot-100,1959-10-19,44,You Better Know It,Jackie Wilson
hot-100,1959-10-19,45,Living Doll,Cliff Richard and The Drifters
hot-100,1959-10-19,46,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-10-19,47,If I Give My Heart To You,Kitty Kallen
hot-100,1959-10-19,48,We Got Love,Bobby Rydell
hot-100,1959-10-19,49,Unforgettable,Dinah Washington
hot-100,1959-10-19,50,Shout - Part 1,The Isley Brothers
hot-100,1959-10-19,51,I'll Be Seeing You,Tommy Sands
hot-100,1959-10-19,52,Caribbean,Mitchell Torok
hot-100,1959-10-19,53,Boo Boo Stick Beat,Chet Atkins
hot-100,1959-10-19,54,You're Gonna Miss Me,Connie Francis
hot-100,1959-10-19,55,Come On And Get Me,Fabian
hot-100,1959-10-19,56,Ski King,E.C. Beatty
hot-100,1959-10-19,57,Every Little Thing I Do,Dion & The Belmonts
hot-100,1959-10-19,58,Baby Talk,Jan & Dean
hot-100,1959-10-19,59,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-10-19,60,So Many Ways,Brook Benton
hot-100,1959-10-19,61,Where,The Platters
hot-100,1959-10-19,62,Six Boys And Seven Girls,Anita Bryant
hot-100,1959-10-19,63,"Darling, I Love You",Al Martino
hot-100,1959-10-19,64,Joey's Song,Bill Haley And His Comets
hot-100,1959-10-19,65,I'm Gonna Be A Wheel Some Day,Fats Domino
hot-100,1959-10-19,66,Talk To Me,Frank Sinatra
hot-100,1959-10-19,67,The Three Bells (The Jimmy Brown Story),Dick Flood
hot-100,1959-10-19,68,I Dig Girls,Bobby Rydell
hot-100,1959-10-19,69,I'm A Hog For You,The Coasters
hot-100,1959-10-19,70,Got The Feeling,Fabian
hot-100,1959-10-19,71,Wish It Were Me,The Platters
hot-100,1959-10-19,72,If You Don't Want My Lovin',"Carl Dobkins, Jr."
hot-100,1959-10-19,73,A Lover's Prayer,Dion & The Belmonts
hot-100,1959-10-19,74,Plenty Good Lovin',Connie Francis
hot-100,1959-10-19,75,Okefenokee,Freddie Cannon
hot-100,1959-10-19,76,I Don't Know,Ruth Brown
hot-100,1959-10-19,77,Dance With Me,The Drifters
hot-100,1959-10-19,78,Poco-Loco,Gene & Eunice
hot-100,1959-10-19,79,I'll Never Fall In Love Again,Johnnie Ray
hot-100,1959-10-19,80,Two Fools,Frankie Avalon
hot-100,1959-10-19,81,Lavender-Blue,Sammy Turner
hot-100,1959-10-19,82,Somethin Else,Eddie Cochran
hot-100,1959-10-19,83,There Comes A Time,Jack Scott
hot-100,1959-10-19,84,Kissin' Time,Bobby Rydell
hot-100,1959-10-19,85,Robbin' The Cradle,Tony Bellus
hot-100,1959-10-19,86,Running Bear,Johnny Preston
hot-100,1959-10-19,87,Tennessee Waltz,Jerry Fuller
hot-100,1959-10-19,88,Love Walked In,The Flamingos
hot-100,1959-10-19,89,Midnight Flyer,Nat King Cole
hot-100,1959-10-19,90,Goodbye Charlie,Patti Page
hot-100,1959-10-19,91,It Happened Today,The Skyliners
hot-100,1959-10-19,92,Living Doll,David Hill
hot-100,1959-10-19,93,True True Happiness,Johnny Tillotson
hot-100,1959-10-19,94,My Own True Love,Jimmy Clanton
hot-100,1959-10-19,95,Just To Be With You,The Passions
hot-100,1959-10-19,96,Igmoo (The Pride Of South Central High),Stonewall Jackson
hot-100,1959-10-19,97,High School U.S.A.,Tommy Facenda
hot-100,1959-10-19,98,The Clouds,The Spacemen
hot-100,1959-10-19,99,Midnight Stroll,The Revels
hot-100,1959-10-19,100,Don't Take The Stars,The Mystics
hot-100,1959-10-26,1,Mack The Knife,Bobby Darin
hot-100,1959-10-26,2,Mr. Blue,The Fleetwoods
hot-100,1959-10-26,3,Put Your Head On My Shoulder,Paul Anka
hot-100,1959-10-26,4,Teen Beat,Sandy Nelson
hot-100,1959-10-26,5,Don't You Know,Della Reese
hot-100,1959-10-26,6,Lonely Street,Andy Williams
hot-100,1959-10-26,7,Just Ask Your Heart,Frankie Avalon
hot-100,1959-10-26,8,Primrose Lane,Jerry Wallace With The Jewels
hot-100,1959-10-26,9,Poison Ivy,The Coasters
hot-100,1959-10-26,10,Deck Of Cards,Wink Martindale
hot-100,1959-10-26,11,('til) I Kissed You,The Everly Brothers
hot-100,1959-10-26,12,Sleep Walk,Santo & Johnny
hot-100,1959-10-26,13,Battle Hymn Of The Republic,The Mormon Tabernacle Choir
hot-100,1959-10-26,14,Red River Rock,Johnny And The Hurricanes
hot-100,1959-10-26,15,In The Mood,Ernie Fields & Orch.
hot-100,1959-10-26,16,The Three Bells,The Browns
hot-100,1959-10-26,17,(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls
hot-100,1959-10-26,18,Morgen,Ivo Robic and The Song-Masters
hot-100,1959-10-26,19,I'm Gonna Get Married,Lloyd Price
hot-100,1959-10-26,20,Say Man,Bo Diddley
hot-100,1959-10-26,21,You Were Mine,Fireflies
hot-100,1959-10-26,22,A Worried Man,The Kingston Trio
hot-100,1959-10-26,23,Hey Little Girl,Dee Clark
hot-100,1959-10-26,24,Heartaches By The Number,Guy Mitchell
hot-100,1959-10-26,25,Oh! Carol,Neil Sedaka
hot-100,1959-10-26,26,Danny Boy,Conway Twitty
hot-100,1959-10-26,27,The Angels Listened In,The Crests
hot-100,1959-10-26,28,So Many Ways,Brook Benton
hot-100,1959-10-26,29,The Battle Of Kookamonga,Homer And Jethro
hot-100,1959-10-26,30,Misty,Johnny Mathis
hot-100,1959-10-26,31,"I Loves You, Porgy",Nina Simone
hot-100,1959-10-26,32,Broken-Hearted Melody,Sarah Vaughan
hot-100,1959-10-26,33,The Enchanted Sea,The Islanders
hot-100,1959-10-26,34,Unforgettable,Dinah Washington
hot-100,1959-10-26,35,Woo-Hoo,Rock-A-Teens
hot-100,1959-10-26,36,Mary Lou,Ronnie Hawkins and The Hawks
hot-100,1959-10-26,37,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-10-26,38,We Got Love,Bobby Rydell
hot-100,1959-10-26,39,Torquay,Fireballs
hot-100,1959-10-26,40,Just As Much As Ever,Bob Beckham
hot-100,1959-10-26,41,Makin' Love,Floyd Robinson
hot-100,1959-10-26,42,Love Potion No. 9,The Clovers
hot-100,1959-10-26,43,Living Doll,Cliff Richard and The Drifters
hot-100,1959-10-26,44,If I Give My Heart To You,Kitty Kallen
hot-100,1959-10-26,45,Tucumcari,Jimmie Rodgers
hot-100,1959-10-26,46,Dance With Me,The Drifters
hot-100,1959-10-26,47,Shout - Part 1,The Isley Brothers
hot-100,1959-10-26,48,Fools Hall Of Fame,Pat Boone
hot-100,1959-10-26,49,Every Little Thing I Do,Dion & The Belmonts
hot-100,1959-10-26,50,Sea Of Love,Phil Phillips With The Twilights
hot-100,1959-10-26,51,High School U.S.A.,Tommy Facenda
hot-100,1959-10-26,52,Believe Me,Royal Teens
hot-100,1959-10-26,53,You Better Know It,Jackie Wilson
hot-100,1959-10-26,54,Where,The Platters
hot-100,1959-10-26,55,I Ain't Never,Webb Pierce
hot-100,1959-10-26,56,Joey's Song,Bill Haley And His Comets
hot-100,1959-10-26,57,I Want To Walk You Home,Fats Domino
hot-100,1959-10-26,58,Boo Boo Stick Beat,Chet Atkins
hot-100,1959-10-26,59,You're Gonna Miss Me,Connie Francis
hot-100,1959-10-26,60,Talk To Me,Frank Sinatra
hot-100,1959-10-26,61,I'll Be Seeing You,Tommy Sands
hot-100,1959-10-26,62,It Happened Today,The Skyliners
hot-100,1959-10-26,63,Ski King,E.C. Beatty
hot-100,1959-10-26,64,Six Boys And Seven Girls,Anita Bryant
hot-100,1959-10-26,65,Poco-Loco,Gene & Eunice
hot-100,1959-10-26,66,"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-10-26,67,If You Don't Want My Lovin',"Carl Dobkins, Jr."
hot-100,1959-10-26,68,Tennessee Waltz,Bobby Comstock
hot-100,1959-10-26,69,Plenty Good Lovin',Connie Francis
hot-100,1959-10-26,70,"Darling, I Love You",Al Martino
hot-100,1959-10-26,71,There Comes A Time,Jack Scott
hot-100,1959-10-26,72,Pretend,Carl Mann
hot-100,1959-10-26,73,I Don't Know,Ruth Brown
hot-100,1959-10-26,74,The Clouds,The Spacemen
hot-100,1959-10-26,75,Caribbean,Mitchell Torok
hot-100,1959-10-26,76,Running Bear,Johnny Preston
hot-100,1959-10-26,77,A Lover's Prayer,Dion & The Belmonts
hot-100,1959-10-26,78,Somethin Else,Eddie Cochran
hot-100,1959-10-26,79,Tennessee Waltz,Jerry Fuller
hot-100,1959-10-26,80,Be My Guest,Fats Domino
hot-100,1959-10-26,81,The Enchanted Sea,The Exotic Sounds of Martin Denny
hot-100,1959-10-26,82,Breaking Up Is Hard To Do,Jivin' Gene And The Jokers
hot-100,1959-10-26,83,Come On And Get Me,Fabian
hot-100,1959-10-26,84,You Mean Everything To Me,The Fleetwoods
hot-100,1959-10-26,85,I'm A Hog For You,The Coasters
hot-100,1959-10-26,86,Wish It Were Me,The Platters
hot-100,1959-10-26,87,The Hunch,Bobby Peterson Quintet
hot-100,1959-10-26,88,Come Into My Heart,Lloyd Price and His Orchestra
hot-100,1959-10-26,89,I'll Be Seeing You,Poni-Tails
hot-100,1959-10-26,90,Goodbye Charlie,Patti Page
hot-100,1959-10-26,91,First Name Initial,Annette With The Afterbeats
hot-100,1959-10-26,92,Just To Be With You,The Passions
hot-100,1959-10-26,93,Living Doll,David Hill
hot-100,1959-10-26,94,I've Been Around,Fats Domino
hot-100,1959-10-26,95,Igmoo (The Pride Of South Central High),Stonewall Jackson
hot-100,1959-10-26,96,Midnight Stroll,The Revels
hot-100,1959-10-26,97,The Hunch,Paul Gayten
hot-100,1959-10-26,98,Don't Take The Stars,The Mystics
