artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,genre_main,inferred_from,confidence
linda scott,linda scott,linda scott,linda scott,Linda Scott,7KjuI3MbOTaBH29yju4Lr4,,,none,0.0
lindisfarne,lindisfarne,lindisfarne,lindisfarne,Lindisfarne,4AgFg0hHythyklEs4t7XKt,folk rock,Rock,direct,1.0
lindsay lohan,lindsay lohan,lindsay lohan,lindsay lohan,Lindsay Lohan,4vRSocKbGh7PsQrYRDVMEF,,,none,0.0
lindsey buckingham,lindsey buckingham,lindsey buckingham,lindsey buckingham,Lindsey Buckingham,3Dzj993UEz8Z5ovxuirzFO,,,none,0.0
lindsey pavao,lindsey pavao,lindsey pavao,lindsey pavao,Lindsey Pavao,7Ggjp4QndrMqekks6yCFP4,,,none,0.0
lindsey stirling,lindsey stirling,lindsey stirling,lindsey stirling,Lindsey Stirling,378dH6EszOLFShpRzAQkVM,,,none,0.0
linear,linear,linear,linear,Linearwave,2wIeBTEs0AsPb74kYdEcNk,lo-fi;lo-fi beats,Other,direct,1.0
liner,liner,liner,liner,Side Liner,7sF8RuNYCpGngojCFcHAv4,ambient;downtempo,Electronic,direct,1.0
link,link,link,link,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,alternative metal;nu metal;rap metal;rock,Metal,direct,1.0
link wray,link wray,link wray,link wray,Link Wray,2vQavlZtDA660mnZotYIto,native american music;proto-punk;psychobilly;rockabilly;surf rock,Rock,direct,1.0
linkin park,linkin park,linkin park,linkin park,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,alternative metal;nu metal;rap metal;rock,Metal,direct,1.0
lionel richie,lionel richie,lionel richie,lionel richie,Lionel Richie,3gMaNLQm7D9MornNILzdSl,motown,Other,direct,1.0
lipps,lipps,lipps,lipps,Lipps Inc.,0lwRI7lvmlRY5DiA5Xa6wQ,disco,Other,direct,1.0
liquid gold,liquid gold,liquid gold,liquid gold,Liquid Gold,6Lhdde9Dp3ypYfdgbk2nRf,disco,Other,direct,1.0
liquid smoke,liquid smoke,liquid smoke,liquid smoke,Liquid Smoke,5UR6OHNF46oiFXFwTieBGu,acid rock;psychedelic rock,Rock,direct,1.0
lisa,lisa,lisa,lisa,Solo Artist Saxx,3EK1eCIbh3eDCkLdbMQHpT,,,none,0.0
lisa fischer,lisa fischer,lisa fischer,lisa fischer,Lisa Fischer,75NLTo547GvC8W5gmRDLLn,quiet storm,RnB,direct,1.0
lisa keith,lisa keith,lisa keith,lisa keith,Lisa Keith,68sMSV8NvbARSYCmFzzSpQ,,,none,0.0
lisa lisa,lisa lisa,lisa lisa,lisa lisa,LISA,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,KPop,direct,1.0
lisa loeb,lisa loeb,lisa loeb,lisa loeb,Lisa Loeb,1TMMyiSsNzmRiZCAkVLVb2,singer-songwriter,Folk,direct,1.0
lisa stansfield,lisa stansfield,lisa stansfield,lisa stansfield,Lisa Stansfield,2jS7I1u7BpgWT9ssG62Zr1,,,none,0.0
lisette melendez,lisette melendez,lisette melendez,lisette melendez,Lisette Melendez,6EHBN4iYnUq7kLpfEnDONk,chicago house;freestyle;funk melody;latin hip hop;miami bass,HipHop,direct,1.0
lit,lit,lit,lit,Artist Invisible,1pCnl9PbA9JaffWHMiSXuT,,,none,0.0
lita ford,lita ford,lita ford,lita ford,Lita Ford,77tBvvyd6SD4Y9Um1xcbxP,glam metal;glam rock;hard rock,Rock,direct,1.0
lita ford (duet,lita ford (duet,lita ford (duet,lita ford duet,,,,,none,0.0
little anthony,little anthony,little anthony,little anthony,Little Anthony & The Imperials,3PF1KBeHYb14yKgsiE693V,doo-wop;motown;northern soul,RnB,direct,1.0
little big town,little big town,little big town,little big town,Little Big Town,3CygdxquGHurS7f9LjNLkv,country,Country,direct,1.0
little bill,little bill,little bill,little bill,Little Bill,0UZRfzewCArkUETJwNxjIJ,,,none,0.0
little caesar,little caesar,little caesar,little caesar,Little Caesar & the Romans,4jUkLFuoU0EMZbcP84QhsX,doo-wop,Other,direct,1.0
little carl carlton,little carl carlton,little carl carlton,little carl carlton,Carlton Little Sr,28po6Xe4vfV5w8J2Vu1oEW,,,none,0.0
little esther phillips,little esther phillips,little esther phillips,little esther phillips,,,,,none,0.0
little eva,little eva,little eva,little eva,Little Eva,4S76LQXJD6N2uPcLhKejG8,doo-wop,Other,direct,1.0
little jimmy dickens,little jimmy dickens,little jimmy dickens,little jimmy dickens,Little Jimmy Dickens,7nhi4qhomET7CUCXYhbAlM,christian country;classic country;honky tonk;rockabilly;traditional country,Rock,direct,1.0
little jimmy osmond,little jimmy osmond,little jimmy osmond,little jimmy osmond,,,,,none,0.0
little jo ann,little jo ann,little jo ann,little jo ann,,,,,none,0.0
little joey,little joey,little joey,little joey,Little Joey & The Flips,3wogVexUhLd3ozAZmzLpfs,doo-wop,Other,direct,1.0
little johnny taylor,little johnny taylor,little johnny taylor,little johnny taylor,Little Johnny Taylor,3amz8sGYUMDNb2wxf4PaTj,northern soul;soul blues,RnB,direct,1.0
little jr. parker,little jr. parker,little jr. parker,little jr parker,Little Junior Parker,5AZroUSVLr1sdkgCAfv1kM,blues;classic blues;rockabilly;roots rock,Rock,direct,1.0
little junior parker,little junior parker,little junior parker,little junior parker,Little Junior Parker,5AZroUSVLr1sdkgCAfv1kM,blues;classic blues;rockabilly;roots rock,Rock,direct,1.0
little mi,little mi,little mi,little mi,Little Mix,3e7awlrlDSwF3iM0WBjGMp,,,none,0.0
little milton,little milton,little milton,little milton,Little Milton,0MPtuQaV2GiRdLjAkPOaan,blues;classic blues;northern soul;soul blues,RnB,direct,1.0
little peggy march,little peggy march,little peggy march,little peggy march,Little Peggy March,09vvlnqwFaimZwGAvpXgqy,doo-wop,Other,direct,1.0
little richard,little richard,little richard,little richard,Little Richard,4xls23Ye9WR9yy3yYMpAMm,boogie-woogie;doo-wop;rock and roll;rockabilly,Rock,direct,1.0
little river b,little river b,little river b,little river b,Little River Band,6clbbhnIqpHnqxwtOWcilg,soft rock;yacht rock,Rock,direct,1.0
little sister,little sister,little sister,little sister,broken little sister,79U2xA3RmVAtp3pBcE5My1,dream pop;japanese indie;shoegaze,Pop,direct,1.0
little steven,little steven,little steven,little steven,Little Steven,4Pmlf0hZYXcoDSuaNrw23E,,,none,0.0
little stevie wonder,little stevie wonder,little stevie wonder,little stevie wonder,,,,,none,0.0
little te,little te,little te,little te,Little Texas,5CCf77sKGlTdfIiIDaVScj,classic country;country,Country,direct,1.0
little willie john,little willie john,little willie john,little willie john,Little Willie John,3mOiEPe870jJrahcf2TPYZ,blues;doo-wop,Blues,direct,1.0
live,live,live,live,Lejwe La Motheo Artist Development,1d4uM0g9449nE9TV5KeWch,african gospel;gospel,Gospel,direct,1.0
liverpool five,liverpool five,liverpool five,liverpool five,Liverpool Five,3XQexYaGsSsNNEpsdLfJ2l,garage rock;proto-punk,Rock,direct,1.0
livin' joy,livin' joy,livin joy,livin joy,Livin' Joy,3PUzVXdNnsJGPDTIU7xvqu,,,none,0.0
living colour,living colour,living colour,living colour,Living Colour,6Uhp7WA6sjm5ZL6Xz561de,funk rock;hard rock,Rock,direct,1.0
living in a bo,living in a bo,living in a bo,living in a bo,Living In A Box,4W2dcPOyD7eSfJCPHCfwoA,synthpop,Pop,direct,1.0
livingston taylor,livingston taylor,livingston taylor,livingston taylor,Livingston Taylor,2dMPVdTlcLlRcWtsrEXwAO,,,none,0.0
liz damon's orient e,liz damon's orient e,liz damons orient e,liz damons orient e,Liz Damon's Orient Express,6k12mG3ZbhEkBCGlBC807F,,,none,0.0
liz phair,liz phair,liz phair,liz phair,Liz Phair,2LXeJdQVcFkhkWydphLI74,,,none,0.0
lizzo,lizzo,lizzo,lizzo,Lizzo,56oDRnqbIiwx4mymNEv7dS,,,none,0.0
lizzy mcalpine,lizzy mcalpine,lizzy mcalpine,lizzy mcalpine,Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS,,,none,0.0
ll cool j,ll cool j,ll cool j,ll cool j,LL COOL J,1P8IfcNKwrkQP5xJWuhaOC,east coast hip hop;old school hip hop,HipHop,direct,1.0
lloyd,lloyd,lloyd,lloyd,Lloyd,1Xfmvd48oOhEWkscWyEbh9,r&b,RnB,direct,1.0
lloyd banks,lloyd banks,lloyd banks,lloyd banks,Lloyd Banks,3vDUJHQtqT3jFRZ2ECXDTi,,,none,0.0
lloyd price,lloyd price,lloyd price,lloyd price,Lloyd Price,3iOE5ItEv5xr9fmKi7GNh2,doo-wop,Other,direct,1.0
lmfao,lmfao,lmfao,lmfao,LMFAO,3sgFRtyBnxXD5ESfmbK4dl,,,none,0.0
lo-key?,lo-key?,lo-key?,lo key,Lord of the Keys,61PYsXmdoGsFgPKcyOSIgF,,,none,0.0
lobo,lobo,lobo,lobo,Artist Moon,1TfSVLC8KtuIo6uWNqCbqU,,,none,0.0
locash,locash,locash,locash,LOCASH,5IcGbIAgdns0R5EJKHMjCQ,country;country hip hop,HipHop,direct,1.0
loe shimmy,loe shimmy,loe shimmy,loe shimmy,Loe Shimmy,6UIpxj5ggLdOebFVCOxVax,sexy drill,HipHop,direct,1.0
loggins,loggins,loggins,loggins,Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,yacht rock,Rock,direct,1.0
logic,logic,logic,logic,Logic,4xRYI6VqpkE3UwrDrAZL8L,,,none,0.0
lois fletcher,lois fletcher,lois fletcher,lois fletcher,,,,,none,0.0
lola brooke,lola brooke,lola brooke,lola brooke,Lola Brooke,2Ggj5XNlIb4Lnbqe307FyB,,,none,0.0
lola young,lola young,lola young,lola young,Lola Young,67FB4n52MgexGQIG8s0yUH,,,none,0.0
loleatta holloway,loleatta holloway,loleatta holloway,loleatta holloway,Loleatta Holloway,3m5hegxlB80Z2zQb1893pc,chicago house;disco;disco house;philly soul;post-disco,RnB,direct,1.0
lolita,lolita,lolita,lolita,Lolita,1Jl0XzEt7csnco2FUybCrK,flamenco,World,direct,1.0
london symphony orchestra,london symphony orchestra,london symphony orchestra,london symphony orchestra,London Symphony Orchestra,5yxyJsFanEAuwSM5kOuZKc,classical;opera;orchestral,Classical,direct,1.0
londonbeat,londonbeat,londonbeat,londonbeat,Londonbeat,0gcMPgunYh4rX1UOdvZKBn,eurodance,Other,direct,1.0
lone justice,lone justice,lone justice,lone justice,Lone Justice,2OFpmma3V9yxT5XXgytGns,alt country;country rock;roots rock,Rock,direct,1.0
lonestar,lonestar,lonestar,lonestar,Lonestar,3qbnxnvUqR14MJ9g8QwZJK,country,Country,direct,1.0
long john baldry,long john baldry,long john baldry,long john baldry,Long John Baldry,5x9DWz6SpEVu9NgL8aktm2,northern soul;uk r&b,RnB,direct,1.0
lonnie donegan,lonnie donegan,lonnie donegan,lonnie donegan,Lonnie Donegan,6dIOTeSQDBSR6gwsL0WB2n,,,none,0.0
lonnie gordon,lonnie gordon,lonnie gordon,lonnie gordon,Lonnie Gordon,34ugek7kTxRhRSsT1d9Yer,,,none,0.0
lonnie mack,lonnie mack,lonnie mack,lonnie mack,Lonnie Mack,52GxmJdAcByy1ZyPivpUns,blues;blues rock;classic blues;modern blues,Rock,direct,1.0
lonnie russ,lonnie russ,lonnie russ,lonnie russ,Lonnie Russ,2aM7izVFCeKxS9MvpOGUt1,northern soul,RnB,direct,1.0
lonzo,lonzo,lonzo,lonzo,Lonzo,23a4GHE8SXM3a5sX6oDQNM,,,none,0.0
looking glass,looking glass,looking glass,looking glass,Looking Glass,5jJN1nmKXzRjodMl1THQeI,yacht rock,Rock,direct,1.0
loon,loon,loon,loon,Artist Moon,1TfSVLC8KtuIo6uWNqCbqU,,,none,0.0
loose ends,loose ends,loose ends,loose ends,Loose Ends,4q3lWHEW55hoLJNzZskFVo,new jack swing;post-disco,RnB,direct,1.0
lord huron,lord huron,lord huron,lord huron,Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,,,none,0.0
lord rockingham's,lord rockingham's,lord rockinghams,lord rockinghams,Lord Rockingham's XI,1S3SYJUPpLfBN78jVUrHrb,,,none,0.0
lord tariq,lord tariq,lord tariq,lord tariq,Lord Tariq,5EC3MUN6vECf8sxUU9IVw6,,,none,0.0
lorde,lorde,lorde,lorde,Lorde,163tK9Wjr9P9DmM0AVK7lm,,,none,0.0
lords of the underground,lords of the underground,lords of the underground,lords of the underground,Lords Of The Underground,17Q9sCBpIyS6yM2YyaI6R4,east coast hip hop;hip hop;old school hip hop,HipHop,direct,1.0
loreena mckennitt,loreena mckennitt,loreena mckennitt,loreena mckennitt,Loreena McKennitt,1JdeDdujDbS6ZeSlkXqx3a,celtic;medieval;new age,Folk,direct,1.0
loren allred,loren allred,loren allred,loren allred,Loren Allred,0LyOADBjj28cbvJWTXUEGA,,,none,0.0
lorenzo lamas,lorenzo lamas,lorenzo lamas,lorenzo lamas,Lorenzo and the Lamas,3mTWYPm8lYAqOMLGofYs4i,,,none,0.0
loretta lynn,loretta lynn,loretta lynn,loretta lynn,Loretta Lynn,1FE0rls8gfQT3laAeRYNgl,christian country;classic country;country;honky tonk;traditional country,Gospel,direct,1.0
lorne greene,lorne greene,lorne greene,lorne greene,Lorne Greene,7CHyTolf8RTuUaW4yYV52d,,,none,0.0
lorraine ellison,lorraine ellison,lorraine ellison,lorraine ellison,Lorraine Ellison,7h38QSSoFKgb7WgNC7cZp0,northern soul,RnB,direct,1.0
lorrie morgan,lorrie morgan,lorrie morgan,lorrie morgan,Lorrie Morgan,0khzcQ6PQU5a6dl1Qss3pt,classic country;country,Country,direct,1.0
los bravos,los bravos,los bravos,los bravos,Los Bravos del Norte,46XFR4hn1MmBKyvwxxEFFo,norteño;tejano,Other,direct,1.0
los del mar,los del mar,los del mar,los del mar,Los Marineros del Norte,2meziLJDOGbviBEKWRHXwt,cumbia norteña;norteño;norteño-sax,Latin,direct,1.0
los del rio,los del rio,los del rio,los del rio,Los Pescadores Del Rio Conchos,3h88VTqRj3GbUd2W41ZY5U,cumbia norteña;norteño;norteño-sax,Latin,direct,1.0
los indios tabajaras,los indios tabajaras,los indios tabajaras,los indios tabajaras,Los Indios Tabajaras,1TKifb1r4wnGbY5CYIwjGb,latin folklore,Latin,direct,1.0
los legendarios,los legendarios,los legendarios,los legendarios,Los Legendarios,0n6sKrG0xKAf8xmdqeNGke,reggaeton,Latin,direct,1.0
los lobos,los lobos,los lobos,los lobos,Los Lobos,6OWapcJm9xd55ci9CYbAuT,roots rock,Rock,direct,1.0
los lonely boys,los lonely boys,los lonely boys,los lonely boys,Los Lonely Boys,4aSEmLLxLX9wR5aLMllOKj,,,none,0.0
los pop tops,los pop tops,los pop tops,los pop tops,,,,,none,0.0
los umbrellos,los umbrellos,los umbrellos,los umbrellos,Los Umbrellos,7dM6mAQzskLNycljNMmptA,,,none,0.0
lost boyz,lost boyz,lost boyz,lost boyz,Lost Boyz,0OtigLoCgLYvXnMxbE5qH5,east coast hip hop;old school hip hop,HipHop,direct,1.0
lostprophets,lostprophets,lostprophets,lostprophets,lostprophets,7KnaZr690xW0sCihF9Z8oP,,,none,0.0
lou bega,lou bega,lou bega,lou bega,Lou Bega,46lnlnlU0dXTDpoAUmH6Qx,,,none,0.0
lou christie,lou christie,lou christie,lou christie,Lou Christie,5bLcI9Jo6RyrrHzG9veVyn,doo-wop,Other,direct,1.0
lou courtney,lou courtney,lou courtney,lou courtney,Lou Courtney,7fSioNqpL8eXp9IJoPcKP4,classic soul;northern soul,RnB,direct,1.0
lou donaldson,lou donaldson,lou donaldson,lou donaldson,Lou Donaldson,063xkuRULzZu8fcoPR2rKR,bebop;cool jazz;hard bop;jazz;jazz blues;jazz funk;soul jazz,Jazz,direct,1.0
lou gramm,lou gramm,lou gramm,lou gramm,Lou Gramm,7CnmC3gRgLev4I609BrSxj,aor;arena rock,Rock,direct,1.0
lou johnson,lou johnson,lou johnson,lou johnson,Louisa Johnson,5IHqlcCbQkyhWl0KmIwgeq,,,none,0.0
lou monte,lou monte,lou monte,lou monte,Lou Monte,7dbKeVkihtOifdiu7f3rUg,christmas,Other,direct,1.0
lou rawls,lou rawls,lou rawls,lou rawls,Lou Rawls,1zJBFCev9UwOMcrZsLi2od,classic soul;philly soul;soul blues,RnB,direct,1.0
lou reed,lou reed,lou reed,lou reed,Lou Reed,42TFhl7WlMRXiNqzSrnzPL,glam rock;proto-punk,Rock,direct,1.0
loud lu,loud lu,loud lu,loud lu,Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ,,,none,0.0
loudon wainwright iii,loudon wainwright iii,loudon wainwright iii,loudon wainwright iii,Loudon Wainwright III,3loACRmkzdtOMNJEaB6j8L,folk;singer-songwriter,Folk,direct,1.0
louie louie,louie louie,louie louie,louie louie,Louie Ray,4U44HqrUwzfE2GEx9NXllw,,,none,0.0
louis armstrong,louis armstrong,louis armstrong,louis armstrong,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,big band;jazz;jazz blues;swing music;vocal jazz,Jazz,direct,1.0
louis prima,louis prima,louis prima,louis prima,Louis Prima,52lBOxCxbJg0ttXEW9CQpW,big band;swing music,Jazz,direct,1.0
louis tomlinson,louis tomlinson,louis tomlinson,louis tomlinson,Louis Tomlinson,57WHJIHrjOE3iAxpihhMnp,,,none,0.0
louise brown,louise brown,louise brown,louise brown,Louise Browne,3bbqDxby8oCaukUKZtXhiU,,,none,0.0
louise goffin,louise goffin,louise goffin,louise goffin,Louise Goffin,03sAQYI6xlXSc3bsFU9RCC,,,none,0.0
louise tucker,louise tucker,louise tucker,louise tucker,Louise Tucker,1nWVPdf2KdNCEeh326GwXv,,,none,0.0
louisiana's lerou,louisiana's lerou,louisianas lerou,louisianas lerou,Louisiana's LeRoux,6055P8DekQCGx47sckcoIF,blues;cajun;modern blues;zydeco,Blues,direct,1.0
love,love,love,love,Artist Ko Ensemble,1SAObfwYJSC9qgMlCcUVRp,,,none,0.0
love childs afro cuban blues b,love childs afro cuban blues b,love childs afro cuban blues b,love childs afro cuban blues b,Love Childs Afro Cuban Blues Band,47Tovcg7INun1O1P4WKhSQ,disco,Other,direct,1.0
love spit love,love spit love,love spit love,love spit love,Love Spit Love,341r9Sc1K7ewkwqO7dAuXE,,,none,0.0
love tribe,love tribe,love tribe,love tribe,Tribe of Love,3dykEN4mJR8Ojeq5mfKKqv,,,none,0.0
love unlimited,love unlimited,love unlimited,love unlimited,The Love Unlimited Orchestra,457yGSZecENoIuNWelRHhH,disco;philly soul,RnB,direct,1.0
love unlimited orchestra,love unlimited orchestra,love unlimited orchestra,love unlimited orchestra,The Love Unlimited Orchestra,457yGSZecENoIuNWelRHhH,disco;philly soul,RnB,direct,1.0
lovelytheb,lovelytheb,lovelytheb,lovelytheb,lovelytheband,4KJ6jujcNPzOyhdNoiNftp,,,none,0.0
loverance,loverance,loverance,loverance,LoveRance,1rBxtaN521NYi8Z35G7fUn,hyphy,Other,direct,1.0
loverboy,loverboy,loverboy,loverboy,Loverboy,2CLVPk9FcywjClBcTvWPkT,,,none,0.0
lowell fulsom,lowell fulsom,lowell fulsom,lowell fulsom,,,,,none,0.0
loz netto,loz netto,loz netto,loz netto,Loz Netto,5YEumCU4t1RzE4QnrofWYV,,,none,0.0
loza ale,loza ale,loza ale,loza ale,Loza Alexander,5hoUdHy0OSq8zSFJqWcZSe,country hip hop,HipHop,direct,1.0
lsg,lsg,lsg,lsg,Artist Vs Poet,3kYFawNQVZ00FQbgs4rVBe,pop punk,Rock,direct,1.0
ltd,ltd,ltd,ltd,Rich Music LTD,2kqUKsTuEj1lPbm6BSn1AU,reggaeton,Latin,direct,1.0
lucas,lucas,lucas,lucas,Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,,,none,0.0
lucas grabeel,lucas grabeel,lucas grabeel,lucas grabeel,Lucas Grabeel,0Ybn7NBu1okFzrFdrhzZs4,,,none,0.0
lucille starr,lucille starr,lucille starr,lucille starr,Lucille Starr,4RNkBRL7PGCeV9Ka4J3f8D,chanson,Other,direct,1.0
lucky daye,lucky daye,lucky daye,lucky daye,Lucky Daye,5Vuvs6Py2JRU7WiFDVsI7J,,,none,0.0
lucy hale,lucy hale,lucy hale,lucy hale,Lucy Hale,4gWAItIMhYCdD82T8tvv3T,,,none,0.0
lucy pearl,lucy pearl,lucy pearl,lucy pearl,Lucy Pearl,0OUXTnqjvTg4iZ7Lhq6vv7,neo soul,RnB,direct,1.0
ludacris,ludacris,ludacris,ludacris,Ludacris,3ipn9JLAPI5GUEo4y4jcoi,southern hip hop,HipHop,direct,1.0
ludacris co-starring chris brown,ludacris co-starring chris brown,ludacris co-starring chris brown,ludacris co starring chris brown,,,,,none,0.0
ludacris co-starring lil wayne,ludacris co-starring lil wayne,ludacris co-starring lil wayne,ludacris co starring lil wayne,,,,,none,0.0
ludacris co-starring t-pain,ludacris co-starring t-pain,ludacris co-starring t-pain,ludacris co starring t pain,,,,,none,0.0
luis cardenas,luis cardenas,luis cardenas,luis cardenas,Luis Cardenas,6vZFalvxmoGhXZOvzHxVfE,,,none,0.0
luis fonsi,luis fonsi,luis fonsi,luis fonsi,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,latin,Latin,direct,1.0
luis r conriquez,luis r conriquez,luis r conriquez,luis r conriquez,Luis R Conriquez,0pePYDrJGk8gqMRbXrLJC8,banda;corrido;corridos bélicos;corridos tumbados;dembow belico;electro corridos;música mexicana;sad sierreño;sierreño,Latin,direct,1.0
lukas graham,lukas graham,lukas graham,lukas graham,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,dansk pop,KPop,direct,1.0
luke,luke,luke,luke,Luke Combs,718COspgdWOnwOFpJHRZHS,country,Country,direct,1.0
luke bryan,luke bryan,luke bryan,luke bryan,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,acoustic country;country,Country,direct,1.0
luke combs,luke combs,luke combs,luke combs,Luke Combs,718COspgdWOnwOFpJHRZHS,country,Country,direct,1.0
lulu,lulu,lulu,lulu,All Artist Blue Squad PAN,5OIXzogZi85GrRqWR1Uw9v,,,none,0.0
lumidee,lumidee,lumidee,lumidee,Lumidee,1IO0GVa1xjkFMXsg66FiE9,,,none,0.0
lunar funk,lunar funk,lunar funk,lunar funk,Lunar Funk,19fdAY46dGJL0XLvT4Mtuf,drum and bass;jungle,Electronic,direct,1.0
lunay,lunay,lunay,lunay,Lunay,47MpMsUfWtgyIIBEFOr4FE,reggaeton,Latin,direct,1.0
lunchmoney lewis,lunchmoney lewis,lunchmoney lewis,lunchmoney lewis,LunchMoney Lewis,2iUbk5KhZYZt4CRvWbwb7S,,,none,0.0
luniz,luniz,luniz,luniz,Luniz,3z3g65U7mmyyBmmDfsQK9x,g-funk;old school hip hop;west coast hip hop,HipHop,direct,1.0
lupe fiasco,lupe fiasco,lupe fiasco,lupe fiasco,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,,,none,0.0
luscious jackson,luscious jackson,luscious jackson,luscious jackson,Luscious Jackson,1EcRE2Nnqg2spdn2otakhg,,,none,0.0
lustra,lustra,lustra,lustra,Lustra,3IJ770I1QPmwVp7yug0eJ4,,,none,0.0
luther ingram,luther ingram,luther ingram,luther ingram,Luther Ingram,5Pek6HAr0BoHD9P1RuA7d5,classic soul;northern soul,RnB,direct,1.0
luther v,luther v,luther v,luther v,Luther Vandross,19y5MFBH7gohEdGwKM7QsP,quiet storm;soul,RnB,direct,1.0
lutricia mcneal,lutricia mcneal,lutricia mcneal,lutricia mcneal,Lutricia McNeal,15CJJkRAJlTG8kA8Eo1f4x,,,none,0.0
lyfe jennings,lyfe jennings,lyfe jennings,lyfe jennings,Lyfe Jennings,33C3ByGk9NCrjTIXr6npqf,r&b,RnB,direct,1.0
lyme,lyme,lyme,lyme,David Lyme,7dkuwtOl8Y2O2fcWy1vtV1,hi-nrg;italo dance;italo disco,Other,direct,1.0
lyn collins,lyn collins,lyn collins,lyn collins,Lyn Collins,6XJPGyxrP66scKvIE9kpPN,classic soul;funk;soul,RnB,direct,1.0
lynn,lynn,lynn,lynn,Lynnic,1jpObIFmNOGfBc93WowfkT,melodic house;stutter house,Electronic,direct,1.0
lynyrd skynyrd,lynyrd skynyrd,lynyrd skynyrd,lynyrd skynyrd,Lynyrd Skynyrd,4MVyzYMgTwdP7Z49wAZHx0,classic rock;rock;southern rock,Rock,direct,1.0
lyrical lemonade,lyrical lemonade,lyrical lemonade,lyrical lemonade,Lyrical Lemonade,3VrGfWE8YdYMK4ySpnE0ly,,,none,0.0
lysette,lysette,lysette,lysette,Lysette Lee,21T8pHxCu2DVqC81KRxda4,,,none,0.0
m,m,m,m,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,country,Country,direct,1.0
m + m,m + m,m + m,m m,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,country,Country,direct,1.0
m people,m people,m people,m people,Nahko And Medicine For The People,35fFUv2850L9CQjjNrLBpb,,,none,0.0
m.c. brains,m.c. brains,m.c. brains,m c brains,M.C. Brains,0NCuPxLIaNGhlqF86xvid7,new jack swing,RnB,direct,1.0
m.c. breed,m.c. breed,m.c. breed,m c breed,M.C. Breed & DFC.,7JSnvj9bYDCgD2MAy0k7Jw,,,none,0.0
m.c. hammer,m.c. hammer,m.c. hammer,m c hammer,M.C. Hammer,7wDIOtDvZjDc1fNOIFZ4v5,,,none,0.0
m.i.a.,m.i.a.,m.i.a.,m i a,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,,,none,0.0
m.v.p. (most valuable playas),m.v.p.,m.v.p.,m v p,Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,big room;edm;electronica,Electronic,direct,1.0
m/a/r/r/s,m/a/r/r/s,m/a/r/r/s,m a r r s,Smokey Robinson & The Miracles,6TKOZZDd5uV5KnyC5G4MUt,classic soul;motown;northern soul;soul,RnB,direct,1.0
m2m,m2m,m2m,m2m,Mvchoo23,7qVTIQYjCnpu6ohojfpf3t,,,none,0.0
m83.,m83.,m83.,m83,M83,63MQldklfxkjYDoUE4Tppz,,,none,0.0
m:g,m:g,m:g,m g,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,rap;southern hip hop;trap,HipHop,direct,1.0
ma,ma,ma,ma,Post Malone,246dkjvS1zLTtiykXe5h60,,,none,0.0
mabel,mabel,mabel,mabel,Mabel,1MIVXf74SZHmTIp4V4paH4,,,none,0.0
mable john,mable john,mable john,mable john,Mable John,2WKCi6dbtPIPiUzqSJWKRn,classic soul;motown;soul,RnB,direct,1.0
mac,mac,mac,mac,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
mac davis,mac davis,mac davis,mac davis,Mac Davis,6HX8AbXUFaYRtlqKb4CCo0,classic country,Country,direct,1.0
mac demarco,mac demarco,mac demarco,mac demarco,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,indie;lo-fi indie,Other,direct,1.0
mac mcanally,mac mcanally,mac mcanally,mac mcanally,Mac McAnally,2dSu4iBQikoVlBc43gwaHY,,,none,0.0
mac miller,mac miller,mac miller,mac miller,Mac Miller,4LLpKhyESsyAXpc4laK94U,,,none,0.0
maceo,maceo,maceo,maceo,Maceo Plex,3TXQ1ddouwQAI78hV4hXDj,melodic techno;minimal techno;tech house;techno,Electronic,direct,1.0
machine,machine,machine,machine,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,baroque pop,Pop,direct,1.0
machine gun kelly,machine gun kelly,machine gun kelly,machine gun kelly,Machine Gun Kelly,1lP7f2evgtQcghRmqkPb3j,,,none,0.0
mack 10,mack 10,mack 10,mack 10,Mack 10,3USpNaxpX1iNqNnQWqg9ob,g-funk;gangster rap;old school hip hop;west coast hip hop,HipHop,direct,1.0
