artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,genre_main,inferred_from,confidence
l.a. jets,l.a. jets,l.a. jets,l a jets,Lynn Taitt & The Jets,2Fmwp5N1JzqKMTFtCryUuf,reggae;rocksteady;ska,Reggae,direct,1.0
l.a. style,l.a. style,l.a. style,l a style,L.A. Style,4reUSabzsXZWM3BMH4fU1Q,eurodance,Other,direct,1.0
l.a.d.,l.a.d.,l.a.d.,l a d,La Arrolladora Banda El Limón De Rene Camacho,5bSfBBCxY8QAk4Pifveisz,banda;grupera;norteño,Latin,direct,1.0
l.b.c. crew,l.b.c. crew,l.b.c. crew,l b c crew,The B.L.U.N.T.E.D. Crew,1L8ydBSFuWUkMSVIAgqsnX,boom bap;underground hip hop,HipHop,direct,1.0
l.f.o. (lyte funky ones) (,l.f.o. (,l.f.o. (,l f o,La Fiera de Ojinaga,6qm0DFounuQWwu6IF0ZGH2,cumbia norteña;norteño;norteño-sax;sad sierreño,Latin,direct,1.0
l.t.d.,l.t.d.,l.t.d.,l t d,Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK,banda;corrido;cumbia norteña;música mexicana;norteño;ranchera,Latin,direct,1.0
l.v.,l.v.,l.v.,l v,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,HipHop,direct,1.0
la bouche,la bouche,la bouche,la bouche,La Bouche,488v7rQzthLNK22r0UvMie,eurodance;europop,Pop,direct,1.0
la flavour,la flavour,la flavour,la flavour,La Flavour,3kYXNIiBmhF0vLU54SBO55,disco;freestyle;hi-nrg,Other,direct,1.0
la rou,la rou,la rou,la rou,La Roux,3K2zB87GZv1krx031en5VA,,,none,0.0
laban,laban,laban,laban,Labanoon,63vwPO1QheUOil1fkQsv0u,luk thung;phleng phuea chiwit;southern thai music;t-pop;thai pop;thai rock,Pop,direct,1.0
labelle,labelle,labelle,labelle,Patti LaBelle,0ty0xha1dbprYIUAQufkFn,philly soul;quiet storm,RnB,direct,1.0
labrinth,labrinth,labrinth,labrinth,Labrinth,2feDdbD5araYcm6JhFHHw7,,,none,0.0
lady a,lady a,lady a,lady a,Lady A,32WkQRZEVKSzVAAYqukAEA,country;pop country,Pop,direct,1.0
lady antebellum,lady antebellum,lady antebellum,lady antebellum,,,,,none,0.0
lady flash,lady flash,lady flash,lady flash,Lady Flash,6FT3DrxYxzwhrDpGc7s7E4,,,none,0.0
lady gaga,lady gaga,lady gaga,lady gaga,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,art pop;pop,Pop,direct,1.0
lady sovereign,lady sovereign,lady sovereign,lady sovereign,Lady Sovereign,36ikBJX6oQWWlgrXCock30,,,none,0.0
laid back,laid back,laid back,laid back,Laid Back,2OLmN3LLWtLF7zerL4VdaX,,,none,0.0
lainey wilson,lainey wilson,lainey wilson,lainey wilson,Lainey Wilson,6tPHARSq45lQ8BSALCfkFC,country,Country,direct,1.0
laissez faire,laissez faire,laissez faire,laissez faire,Laissez Faire,4A2PoKcht1sFwsOg2wBJBZ,chicago house;freestyle;funk melody;latin hip hop;miami bass,HipHop,direct,1.0
lake,lake,lake,lake,All Artist Adella,6V394G6torkxVfqL39qEgK,dangdut;koplo;sholawat,Other,direct,1.0
lakeside,lakeside,lakeside,lakeside,Lakeside,74lTWE4DqbFU3Vn8z4uH72,funk;post-disco,RnB,direct,1.0
lale,lale,lale,lale,Laleilmanino,3Wf4i7kB01QI2wQlEgxKFm,indonesian jazz;indonesian pop;indonesian r&b;pop kreatif,Pop,direct,1.0
lally stott,lally stott,lally stott,lally stott,Cathy & Lally Stott,6Pcx8iYYbuBOKIvaFE5pt5,,,none,0.0
lalo schifrin,lalo schifrin,lalo schifrin,lalo schifrin,Lalo Schifrin,39iHRO9MH9To3gjW7wqaW1,brazilian jazz;exotica,Jazz,direct,1.0
lamont dozier,lamont dozier,lamont dozier,lamont dozier,Lamont Dozier,6Dpx8fRtNa9CEORHIiBQTG,classic soul,RnB,direct,1.0
lana cantrell,lana cantrell,lana cantrell,lana cantrell,Lana Cantrell,0woZZJmWAIMpDP6kUEiHrR,easy listening,Other,direct,1.0
lana del rey,lana del rey,lana del rey,lana del rey,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,,,none,0.0
lana del rey vs. cedric gervais,lana del rey vs. cedric gervais,lana del rey vs. cedric gervais,lana del rey vs cedric gervais,,,,,none,0.0
lanco,lanco,lanco,lanco,LANCO,2lRH2dgU5Kk4Bc5phmII4T,country,Country,direct,1.0
lani hall,lani hall,lani hall,lani hall,Lani Hall,6vIMSnFRkGcJNE776F2TEJ,,,none,0.0
lanier,lanier,lanier,lanier,Stanton Lanier,5v5staKWV7QHE11Xu3A5Pg,,,none,0.0
lara fabian,lara fabian,lara fabian,lara fabian,Lara Fabian,7ocwZINHqO9DZJgFtc1B20,chanson;chanson québécoise;variété française,Other,direct,1.0
lari white,lari white,lari white,lari white,Lari White,2tn388eKIoCPIo5roQtT41,christian country;southern gospel,Gospel,direct,1.0
larray,larray,larray,larray,Larray,0rQjJGZLXBq95OA3nSmDj9,,,none,0.0
larry bright,larry bright,larry bright,larry bright,Larry Bright,5vmS5w5Hy4Xiw6aIrC6LBA,,,none,0.0
larry carlton,larry carlton,larry carlton,larry carlton,Larry Carlton,7aRi9OzdA2ciputfuguaPK,cool jazz;jazz;jazz fusion;smooth jazz,Jazz,direct,1.0
larry elgart,larry elgart,larry elgart,larry elgart,Les & Larry Elgart,2aw1GjnuDSI2rPxaghLPb1,big band;exotica,Other,direct,1.0
larry finnegan,larry finnegan,larry finnegan,larry finnegan,Larry Finnegan,5PVlrxc9rQMfzZACGYv2Ns,,,none,0.0
larry gatlin,larry gatlin,larry gatlin,larry gatlin,Larry Gatlin & The Gatlin Brothers,0KzlJXg6A3NVSCkRjecKnS,christian country;classic country;traditional country,Gospel,direct,1.0
larry graham,larry graham,larry graham,larry graham,Larry Graham,6lUcc15t11bnaPr2qOuFs2,classic soul;quiet storm,RnB,direct,1.0
larry groce,larry groce,larry groce,larry groce,Larry Groce,2z9Y52xPb933l5cs0GNvnc,children's music;lullaby,Other,direct,1.0
larry hall,larry hall,larry hall,larry hall,Larry Hall,17nxEt3oZte3eUuVio6W55,,,none,0.0
larry john mcnally,larry john mcnally,larry john mcnally,larry john mcnally,Larry John McNally,7fQwarCxGRYQBCS2nJ8CmB,aor;soft rock;yacht rock,Rock,direct,1.0
larry lee,larry lee,larry lee,larry lee,Larry Lee,5Y729ErsydFUk0LNrCkdIH,aor;soft rock;yacht rock,Rock,direct,1.0
larry santos,larry santos,larry santos,larry santos,Larry Santos,1NC7ffVNItOILMCj1vw2cB,,,none,0.0
larry verne,larry verne,larry verne,larry verne,Larry Verne,6vWMWDRy2Jbshg42p1Iuzg,,,none,0.0
larry williams,larry williams,larry williams,larry williams,Larry Williams,5NBY8xM51dP3UGR7bwjLD6,doo-wop;northern soul;rock and roll;rockabilly,Rock,direct,1.0
larsen-feiten b,larsen-feiten b,larsen-feiten b,larsen feiten b,Larsen/Feiten Band,614GyAJSc7xbA6oYTvTLsB,aor;soft rock;yacht rock,Rock,direct,1.0
las ketchup,las ketchup,las ketchup,las ketchup,Las Ketchup,1e8GEl48ktvfDpruMKB6Oe,,,none,0.0
lasgo,lasgo,lasgo,lasgo,Lasgo,25Kw8f1zcn9VtUk5Nl3qrp,eurodance,Other,direct,1.0
latanya,latanya,latanya,latanya,Latanya Alberto,2gOETMfjAos2JU0cxHp357,neo soul,RnB,direct,1.0
latimore,latimore,latimore,latimore,Latimore,0nVQLK3LSM9SFP5xp64D7a,blues,Blues,direct,1.0
latin alliance,latin alliance,latin alliance,latin alliance,Latin Alliance,1ebBPvAkvcpxtaP0J1IQzb,latin hip hop,HipHop,direct,1.0
latour,latour,latour,latour,Maude Latour,3MNLhvqJkWsO6tcjY9ps62,indie pop,Pop,direct,1.0
latoya jackson,latoya jackson,latoya jackson,latoya jackson,Latoya Jackson,59NFhW9sZMR1VDLv9WWwEy,,,none,0.0
latto,latto,latto,latto,Latto,3MdXrJWsbVzdn6fe5JYkSQ,,,none,0.0
laufey,laufey,laufey,laufey,Laufey,7gW0r5CkdEUMm42w9XpyZO,,,none,0.0
laura branigan,laura branigan,laura branigan,laura branigan,Laura Branigan,4463nfFMmK1cwAWBQDwT5e,,,none,0.0
laura enea,laura enea,laura enea,laura enea,Laura Enea,6TEserE0g2TKlKBCGElMLL,chicago house;freestyle;funk melody,RnB,direct,1.0
laura lee,laura lee,laura lee,laura lee,Laura Lee,0ApoVi8QEh35twomSXh9TX,classic soul;northern soul;soul,RnB,direct,1.0
laura nyro,laura nyro,laura nyro,laura nyro,Laura Nyro,6QDWC6QeGhvCWCv3nUJwoV,philly soul;pop soul;singer-songwriter,Pop,direct,1.0
lauren alaina,lauren alaina,lauren alaina,lauren alaina,Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,country,Country,direct,1.0
lauren daigle,lauren daigle,lauren daigle,lauren daigle,Lauren Daigle,40LHVA5BTQp9RxHOQ9JPYj,ccm;christian;worship,Gospel,direct,1.0
lauren duski,lauren duski,lauren duski,lauren duski,Lauren Duski,65Soberz2DNvbx2hrxHcx5,,,none,0.0
lauren spencer smith,lauren spencer smith,lauren spencer smith,lauren spencer smith,Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50,,,none,0.0
lauren wood,lauren wood,lauren wood,lauren wood,Lauren Wood,67K9nZU3LXIwrDjxVOO9IG,yacht rock,Rock,direct,1.0
laurnea,laurnea,laurnea,laurnea,Laurnea,5SFyIP5omZE70NEVDn6Mxn,neo soul,RnB,direct,1.0
lauryn hill,lauryn hill,lauryn hill,lauryn hill,Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl,neo soul,RnB,direct,1.0
lauv,lauv,lauv,lauv,Lauv,5JZ7CnR6gTvEMKX4g70Amv,,,none,0.0
lavern baker,lavern baker,lavern baker,lavern baker,LaVern Baker,0V6zo2mJw9FdwWLClKC9yw,boogie-woogie;doo-wop;rockabilly;swing music,Rock,direct,1.0
laverne,laverne,laverne,laverne,Lotus Laverne,59aZyEO8IQYZfEpsOV8vkj,,,none,0.0
lawrence reynolds,lawrence reynolds,lawrence reynolds,lawrence reynolds,Lawrence Reynolds,1QUKNp0QR0SOSmYjoROBKR,christian country,Gospel,direct,1.0
lawrence welk,lawrence welk,lawrence welk,lawrence welk,Lawrence Welk,2GMH35k5oLCjzYpn5HbaD8,big band;easy listening;polka,Other,direct,1.0
lawrence welk his orchestra,lawrence welk his orchestra,lawrence welk his orchestra,lawrence welk his orchestra,Lawrence Welk and His Orchestra,0YnkuO9Q6juindJF9Vdj3r,christmas,Other,direct,1.0
lay bankz,lay bankz,lay bankz,lay bankz,Lay Bankz,4OVbrPbhvK46A1uXTU1u5F,jersey club,Other,direct,1.0
layng martine,layng martine,layng martine,layng martine,Layng Martine,6ahqEOjfLOmUx0g5oQY2M1,,,none,0.0
layton greene,layton greene,layton greene,layton greene,Layton Greene,02ZtVIjKL1PYLlMmP1sz0h,,,none,0.0
lazy racer,lazy racer,lazy racer,lazy racer,Lazy Racer,7iSzRbQaMgaymLexwzWOVX,aor;yacht rock,Rock,direct,1.0
le click,le click,le click,le click,Le Click,6MGQ2oUq4y55GDYyINkhnr,eurodance,Other,direct,1.0
le pamplemousse,le pamplemousse,le pamplemousse,le pamplemousse,PAMPS! Les Pamplemousses Ethyliques,7cJ3XKdt1opP66EgojYOFj,space rock;stoner metal;stoner rock,Rock,direct,1.0
le sserafim,le sserafim,le sserafim,le sserafim,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,k-pop,KPop,direct,1.0
lea michele,lea michele,lea michele,lea michele,Lea Michele,16rJDrSGCHMXjPUuKwQcvp,musicals,Other,direct,1.0
lea roberts,lea roberts,lea roberts,lea roberts,Leah Roberts,1SX7tCqprb4djEF1VwP75C,,,none,0.0
leah,leah,leah,leah,Leah Kate,6oWOHAOyBUn6aJlKIPJK9r,,,none,0.0
leann rimes,leann rimes,leann rimes,leann rimes,LeAnn Rimes,2d3VHzlOEwXvmBdS4pzOPL,,,none,0.0
leapy lee,leapy lee,leapy lee,leapy lee,Leapy Lee,7lgv8OCexyuvGs3Xn2O7n2,,,none,0.0
leblanc,leblanc,leblanc,leblanc,Pierre Leblanc,6pDDulsAV2TbcKUOqc6mWu,lullaby,Other,direct,1.0
led zeppelin,led zeppelin,led zeppelin,led zeppelin,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,classic rock;hard rock;rock;rock and roll,Rock,direct,1.0
lee,lee,lee,lee,samUIL Lee,1eDupbD9kIx8UaZlzcBG5r,,,none,0.0
lee allen,lee allen,lee allen,lee allen,Lee Clark Allen,53EDGKx11Wy9nm3EPnPbra,kuduro,Other,direct,1.0
lee ann womack,lee ann womack,lee ann womack,lee ann womack,Lee Ann Womack,738OS3zrCO782uDiUN9pet,country,Country,direct,1.0
lee brice,lee brice,lee brice,lee brice,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,acoustic country;country,Country,direct,1.0
lee dewyze,lee dewyze,lee dewyze,lee dewyze,Lee DeWyze,1KNNZV9twnpQBqyUoGvWA6,,,none,0.0
lee dorsey,lee dorsey,lee dorsey,lee dorsey,Lee Dorsey,0En4EEcDMJ5kaUCf1aZ9js,northern soul,RnB,direct,1.0
lee garrett,lee garrett,lee garrett,lee garrett,Lee Garrett,6sGAdk8VZ43Y6TMes7cVRP,northern soul,RnB,direct,1.0
lee greenwood,lee greenwood,lee greenwood,lee greenwood,Lee Greenwood,3g229vTyhsdwm9SO2p1FPL,,,none,0.0
lee michaels,lee michaels,lee michaels,lee michaels,Lee Michaels,6f07NU6NNMLQYXIABUv7z3,,,none,0.0
lee morgan,lee morgan,lee morgan,lee morgan,Lee Morgan,38C3okxv3fyyOIQUVPCdGX,bebop;cool jazz;hard bop;jazz,Jazz,direct,1.0
lee oskar,lee oskar,lee oskar,lee oskar,Lee Oskar,0ZjB2OpMQL3LKJyEdeIz7o,,,none,0.0
lee ritenour,lee ritenour,lee ritenour,lee ritenour,Lee Ritenour,1nDqTUspmq8IXhcEZT93iq,cool jazz;jazz;jazz funk;jazz fusion;smooth jazz;yacht rock,Jazz,direct,1.0
lefty frizzell,lefty frizzell,lefty frizzell,lefty frizzell,Lefty Frizzell,05pAwLhsutiuj6gerEwGvU,classic country;honky tonk;outlaw country;traditional country,Country,direct,1.0
legacy of sound,legacy of sound,legacy of sound,legacy of sound,Legacy Of Sound,1DIAkyxfMbBgEP7qjfojGl,eurodance,Other,direct,1.0
leif garrett,leif garrett,leif garrett,leif garrett,Leif Garrett,2MyNAoQL07EABerr6yhoT4,disco,Other,direct,1.0
leila k,leila k,leila k,leila k,Leila K,61Da4fqVMgPoo9mYY0R3k6,eurodance,Other,direct,1.0
lemon pipers,lemon pipers,lemon pipers,lemon pipers,The Lemon Pipers,2rUmEpDSHKMhamwClclHs5,acid rock;baroque pop;bubblegum pop;psychedelic rock,Pop,direct,1.0
len,len,len,len,Artist Unknown,6gjAbs229sNHhSskJpQ2mG,opera,Classical,direct,1.0
len barry,len barry,len barry,len barry,Len Barry,7mXnN0kZ67wigGTn1OuNkD,northern soul;philly soul,RnB,direct,1.0
lena horne,lena horne,lena horne,lena horne,Lena Horne,2I6nP70ltmOHi6xjJUXHMe,vocal jazz,Jazz,direct,1.0
lena zavaroni,lena zavaroni,lena zavaroni,lena zavaroni,Lena Zavaroni,0lm1R91lcysFZwQ8K2sMe7,,,none,0.0
lenny kravitz,lenny kravitz,lenny kravitz,lenny kravitz,Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7,,,none,0.0
lenny leblanc,lenny leblanc,lenny leblanc,lenny leblanc,Lenny LeBlanc,6UXDMJQeP2GCfHgspo2KZx,christian;worship,Gospel,direct,1.0
lenny miles,lenny miles,lenny miles,lenny miles,Lenny Miles,6IK8aJAKWheSFTpQUZ8VrH,doo-wop;northern soul,RnB,direct,1.0
lenny o'henry,lenny o'henry,lenny ohenry,lenny ohenry,Lenny O'Henry,0fbKD0UMXbSCr38vd3ESvo,northern soul;philly soul,RnB,direct,1.0
lenny welch,lenny welch,lenny welch,lenny welch,Lenny Welch,4i9IEoaY6Q1v3Puqz3PwC1,doo-wop,Other,direct,1.0
lenore o'malley,lenore o'malley,lenore omalley,lenore omalley,,,,,none,0.0
leo sayer,leo sayer,leo sayer,leo sayer,Leo Sayer,04LIHk1SobiQwt2tlupoAV,soft rock;yacht rock,Rock,direct,1.0
leon,leon,leon,leon,Artist Moon,1TfSVLC8KtuIo6uWNqCbqU,,,none,0.0
leon hayward,leon hayward,leon hayward,leon hayward,Alex Dale feat. Leon Hayward,3tgSb0t1ccki5soOGIabyA,,,none,0.0
leon haywood,leon haywood,leon haywood,leon haywood,Leon Haywood,4r2UnA39uIXexqO1mABayb,funk,RnB,direct,1.0
leon redbone,leon redbone,leon redbone,leon redbone,Leon Redbone,7hYKC5uBED0V5rpKQkqgQ5,christmas;ragtime,Other,direct,1.0
leon russell,leon russell,leon russell,leon russell,Leon Russell,6r1Xmz7YUD4z0VRUoGm8XN,outlaw country,Country,direct,1.0
leon thomas,leon thomas,leon thomas,leon thomas,Leon Thomas,0nnBZ8FXWjG9wZgM2cpfeb,,,none,0.0
leona lewis,leona lewis,leona lewis,leona lewis,Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,,,none,0.0
leonard cohen,leonard cohen,leonard cohen,leonard cohen,Leonard Cohen,5l8VQNuIg0turYE1VtM9zV,singer-songwriter,Folk,direct,1.0
lerou,lerou,lerou,lerou,Louisiana's LeRoux,6055P8DekQCGx47sckcoIF,blues;cajun;modern blues;zydeco,Blues,direct,1.0
leroy pullins,leroy pullins,leroy pullins,leroy pullins,Leroy Pullins,78ILCwgjqaUns97bIiL8zr,,,none,0.0
leroy van dyke,leroy van dyke,leroy van dyke,leroy van dyke,Leroy Van Dyke,6fU4BXH81Y9lMOopk9ida3,classic country;traditional country,Country,direct,1.0
les compagnons de la chanson,les compagnons de la chanson,les compagnons de la chanson,les compagnons de la chanson,Les Compagnons De La Chanson,0tqfplArnNaPnE2AkNIglR,chanson,Other,direct,1.0
les cooper,les cooper,les cooper,les cooper,Les Cooper,4qoDJWnXDBD1pfrJBv1XAi,folk pop,KPop,direct,1.0
les crane,les crane,les crane,les crane,Les Crane,0nH8Oa5lL0hHMKQpOqujVq,spoken word,Other,direct,1.0
les emmerson,les emmerson,les emmerson,les emmerson,Les Emmerson,1gsvFFgoBr1KREEa9zukeg,,,none,0.0
les mccann,les mccann,les mccann,les mccann,Les McCann,07tYu4BGrfeogBobCefkHI,hard bop;jazz;jazz funk;jazz fusion;soul jazz,Jazz,direct,1.0
les paul,les paul,les paul,les paul,Les Paul,2hkZGvBotqZ7uBBUnBwmLC,,,none,0.0
leschea,leschea,leschea,leschea,Leschea,66agMXHQUa90IGxSC1zi32,,,none,0.0
lesley gore,lesley gore,lesley gore,lesley gore,Lesley Gore,08b2PA6eFyugsWAk41eQKZ,,,none,0.0
leslie carter,leslie carter,leslie carter,leslie carter,Lesliey Carter,0Ovnll55FKxpcxqJ4C6VRQ,,,none,0.0
leslie pearl,leslie pearl,leslie pearl,leslie pearl,Leslie Pearl,3QckMzDoqCxIjwJJE1Prpl,,,none,0.0
leslie uggams,leslie uggams,leslie uggams,leslie uggams,Leslie Uggams,3lu1p5TAo8X7qdmj2ElFWW,northern soul,RnB,direct,1.0
letoya,letoya,letoya,letoya,LeToya,5xenrbYhp4IRydrWpBe4Bx,,,none,0.0
letters to cleo,letters to cleo,letters to cleo,letters to cleo,Letters To Cleo,7E41j1yL9ZeTWfqe9bUGgw,riot grrrl,Other,direct,1.0
level 42,level 42,level 42,level 42,Level 42,0L9xkvBPcEp1nrhDrodxc5,synthpop,Pop,direct,1.0
levert,levert,levert,levert,Gerald Levert,7BLOa6FxCbMnowidkQfLIA,quiet storm,RnB,direct,1.0
lewis capaldi,lewis capaldi,lewis capaldi,lewis capaldi,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,soft pop,Pop,direct,1.0
lfo,lfo,lfo,lfo,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
liam payne,liam payne,liam payne,liam payne,Liam Payne,5pUo3fmmHT8bhCyHE52hA6,,,none,0.0
libianca,libianca,libianca,libianca,Libianca,7kjSuFGKhLm8b5qXoMhRkJ,afrobeat;afrobeats,Afrobeat,direct,1.0
lidell townsell,lidell townsell,lidell townsell,lidell townsell,Lidell Townsell,1kLU4FT0l2Bayn8Vir6jo3,acid house;baltimore club;chicago house;hip house,Electronic,direct,1.0
lifehouse,lifehouse,lifehouse,lifehouse,Lifehouse,5PokPZn11xzZXyXSfnvIM3,post-grunge,Rock,direct,1.0
lighter shade of brown,lighter shade of brown,lighter shade of brown,lighter shade of brown,Lighter Shade Of Brown,7AyywyUcQP99oit737gZK2,funk melody;g-funk;latin hip hop;mexican hip hop;west coast hip hop,HipHop,direct,1.0
lighthouse,lighthouse,lighthouse,lighthouse,Edison Lighthouse,1NRzxuPpdGushT8YmF5NAa,,,none,0.0
lightning seeds,lightning seeds,lightning seeds,lightning seeds,The Lightning Seeds,67YNiSqhrx1P8oPvIIvbP5,britpop;madchester,Pop,direct,1.0
lil,lil,lil,lil,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
lil baby,lil baby,lil baby,lil baby,Lil Baby,5f7VJjfbwm532GiveGC0ZK,,,none,0.0
lil boosie,lil boosie,lil boosie,lil boosie,Lil Boosie,1dZj9MWXyeVTdP1ezinAwa,southern hip hop,HipHop,direct,1.0
lil bow wow,lil bow wow,lil bow wow,lil bow wow,"Lil Bow Wow, Lil' Wayne, Lil' Zane & Sammie",5ZILeW5fWflmqXJVxiPVSh,,,none,0.0
lil dicky,lil dicky,lil dicky,lil dicky,Lil Dicky,1tqhsYv8yBBdwANFNzHtcr,,,none,0.0
lil durk,lil durk,lil durk,lil durk,Lil Durk,3hcs9uc56yIGFCSy9leWe7,chicago drill;drill,HipHop,direct,1.0
lil jon,lil jon,lil jon,lil jon,Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,crunk,Other,direct,1.0
lil louis,lil louis,lil louis,lil louis,Lil' Louis,5A16TE7083RJq3yzpdsQWs,acid house;chicago house,Electronic,direct,1.0
lil mabu,lil mabu,lil mabu,lil mabu,Lil Mabu,6FAo7ORAHEzSSf5q10LLfN,drill;new york drill,HipHop,direct,1.0
lil mama,lil mama,lil mama,lil mama,Lil Mama,5qK5bOC6wLtuLhG5KvU17c,,,none,0.0
lil mosey,lil mosey,lil mosey,lil mosey,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,melodic rap,HipHop,direct,1.0
lil nas,lil nas,lil nas,lil nas,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,,,none,0.0
lil peep,lil peep,lil peep,lil peep,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,cloud rap;emo rap,HipHop,direct,1.0
lil pump,lil pump,lil pump,lil pump,Lil Pump,3wyVrVrFCkukjdVIdirGVY,,,none,0.0
lil rob,lil rob,lil rob,lil rob,Lil Rob,7B7TGqQe7QTVm2U6q8jzk1,g-funk;latin hip hop;mexican hip hop,HipHop,direct,1.0
lil scrappy,lil scrappy,lil scrappy,lil scrappy,Lil Scrappy,5einkgXXrjhfYCyac1FANB,crunk;southern hip hop,HipHop,direct,1.0
lil shordie scott,lil shordie scott,lil shordie scott,lil shordie scott,lil Shordie Scott,1r29dFdSenwksTQdkH7r6I,,,none,0.0
lil skies,lil skies,lil skies,lil skies,Lil Skies,7d3WFRME3vBY2cgoP38RDo,melodic rap,HipHop,direct,1.0
lil suzy,lil suzy,lil suzy,lil suzy,Lil Suzy,5HPsVk1MblCoa44WLJsQwN,chicago house;freestyle;funk melody;latin hip hop;miami bass,HipHop,direct,1.0
lil tecca,lil tecca,lil tecca,lil tecca,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap;rap,HipHop,direct,1.0
lil tjay,lil tjay,lil tjay,lil tjay,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,brooklyn drill;melodic rap,HipHop,direct,1.0
lil uzi vert,lil uzi vert,lil uzi vert,lil uzi vert,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,melodic rap,HipHop,direct,1.0
lil wayne,lil wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,hip hop;rap,HipHop,direct,1.0
lil yachty,lil yachty,lil yachty,lil yachty,Lil Yachty,6icQOAFXDZKsumw3YXyusw,,,none,0.0
lil' boosie,lil' boosie,lil boosie,lil boosie,Lil Boosie,1dZj9MWXyeVTdP1ezinAwa,southern hip hop,HipHop,direct,1.0
lil' duval,lil' duval,lil duval,lil duval,Lil Duval,6YiHht3u7FFszle72kpbdQ,,,none,0.0
lil' flip,lil' flip,lil flip,lil flip,Lil' Flip,4Q5sPmM8j4SpMqL4UA1DtS,crunk;southern hip hop,HipHop,direct,1.0
lil' kim,lil' kim,lil kim,lil kim,Lil' Kim,5tth2a3v0sWwV1C7bApBdX,east coast hip hop,HipHop,direct,1.0
lil' mo,lil' mo,lil mo,lil mo,Lil Mosey,5zctI4wO9XSKS8XwcnqEHk,melodic rap,HipHop,direct,1.0
lil' romeo,lil' romeo,lil romeo,lil romeo,Lil' Romeo,2AXQzJRDvlJrq0fiVAnRy8,,,none,0.0
lil' troy,lil' troy,lil troy,lil troy,Lil' Troy,12mkoe71zJDWs4j0rCeXGR,southern hip hop,HipHop,direct,1.0
lil' wayne,lil' wayne,lil wayne,lil wayne,Lil Wayne,55Aa2cqylxrFIXC767Z865,hip hop;rap,HipHop,direct,1.0
lil' zane,lil' zane,lil zane,lil zane,Lil' Zane,61mwtI8FCpYa9G2NuThRhI,,,none,0.0
lila mccann,lila mccann,lila mccann,lila mccann,Lila McCann,7F7zi7OcJYBOmSFZIYYFCR,,,none,0.0
lillywood,lillywood,lillywood,lillywood,,,,,none,0.0
lily allen,lily allen,lily allen,lily allen,Lily Allen,13saZpZnCDWOI9D4IJhp1f,,,none,0.0
limahl,limahl,limahl,limahl,Limahl,7LTzUnZaptYfAFmvqW5M6D,synthpop,Pop,direct,1.0
limited warranty,limited warranty,limited warranty,limited warranty,Limited Warranty,15jLGtk0k1p8hoyjd2satC,,,none,0.0
limmie,limmie,limmie,limmie,Limmie & Family Cookin',0Kf6WxtCT2iZAnmNR8TD2w,motown;northern soul,RnB,direct,1.0
limp bizkit,limp bizkit,limp bizkit,limp bizkit,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,alternative metal;nu metal;rap metal;rap rock,Metal,direct,1.0
lin-manuel mir,lin-manuel mir,lin-manuel mir,lin manuel mir,Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N,musicals,Other,direct,1.0
lina santiago,lina santiago,lina santiago,lina santiago,Santiago linares,1YD2uA3rPSN0nPlQibfqf9,latin pop,Pop,direct,1.0
linda clifford,linda clifford,linda clifford,linda clifford,Linda Clifford,1yAHoX5jWFLYIKEwyb6ulM,post-disco,Other,direct,1.0
linda jones,linda jones,linda jones,linda jones,Linda Jones,7erYZsfekXYGWvup1bnkUZ,classic soul;northern soul,RnB,direct,1.0
linda laurie,linda laurie,linda laurie,linda laurie,Linda Laurie,0rHWgE7warZlNN1P8GRxhU,doo-wop,Other,direct,1.0
linda ronstadt,linda ronstadt,linda ronstadt,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,Rock,direct,1.0
linda ronstadt (,linda ronstadt (,linda ronstadt (,linda ronstadt,Linda Ronstadt,1sXbwvCQLGZnaH0Jp2HTVc,country rock;mariachi,Rock,direct,1.0
