artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,source,matched_from,last_chart_year
raekwon,raekwon,raekwon,raekwon,Raekwon,2yQf6b8hxahZaT5dHlWaB1,east coast hip hop;hardcore hip hop;old school hip hop;hip hop,spotify,artist,1996
raeletts,raeletts,raeletts,raeletts,,,,none,,1970
rag'n'bone man,rag'n'bone man,rag'n'bone man,ragnbone man,,,,none,,2017
rage against the machine,rage against the machine,rage against the machine,rage against the machine,Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj,rap metal;rap rock;alternative metal;nu metal,spotify,artist,2000
raheem devaughn,raheem devaughn,raheem devaughn,raheem devaughn,Raheem DeVaughn,59NO6KX7wQCG7jGdtH1NtL,neo soul;quiet storm,spotify,artist,2008
rainbow,rainbow,rainbow,rainbow,Rainbow,6SLAMfhOi7UJI0fMztaK0m,hard rock;aor;metal;heavy metal,spotify,artist,1984
ral donner,ral donner,ral donner,ral donner,Ral Donner,0j4ZVeMLH38uXEup39Hjvb,doo-wop;rockabilly,spotify,artist,1962
ralph carter,ralph carter,ralph carter,ralph carter,Ralph Carter,2OB8oXgxFsm5obmQE2R5N2,,none,artist,1975
ralph demarco,ralph demarco,ralph demarco,ralph demarco,,,,none,,1959
ralph macdonald with bill withers,ralph macdonald with bill withers,ralph macdonald,ralph macdonald,Ralph MacDonald,1RJ851hDpoU9UUIiC9duIU,,none,l2,1984
ralph tresvant,ralph tresvant,ralph tresvant,ralph tresvant,Ralph Tresvant,6MLDcHrNh4OqxDZAjMt5pt,new jack swing;quiet storm,spotify,artist,1992
ram jam,ram jam,ram jam,ram jam,Ram Jam,6FITmSxIMsk6TfulFiCIIz,southern rock,spotify,artist,1977
ramones,ramones,ramones,ramones,Ramones,1co4F2pPNH8JjTutZkmgSm,punk;proto-punk,spotify,artist,1978
rampage featuring billy lawrence,rampage,rampage,rampage,Rampage,6edzoyx2aOvZpdFeCCWU1t,east coast hip hop,spotify,l1,1997
ramrods,ramrods,ramrods,ramrods,Ramrods,3bQJk8MoaUGW0rrDlRRpVH,hardcore punk,spotify,artist,1961
ramsey lewis,ramsey lewis,ramsey lewis,ramsey lewis,Ramsey Lewis,7Kfrmups2Z3ncDQmNS5jRc,jazz funk;smooth jazz;soul jazz;northern soul;jazz,spotify,artist,1976
"ramsey lewis and earth, wind & fire","ramsey lewis and earth, wind & fire",ramsey lewis,ramsey lewis,Ramsey Lewis,7Kfrmups2Z3ncDQmNS5jRc,jazz funk;smooth jazz;soul jazz;northern soul;jazz,spotify,l2,1975
ramsey lewis trio,ramsey lewis trio,ramsey lewis trio,ramsey lewis trio,Ramsey Lewis Trio,4jZOiPysIzYxbDcDEOZmhu,soul jazz;jazz,spotify,artist,1966
randy & the rainbows,randy & the rainbows,randy,randy,Randy & The Rainbows,2V0ryJRGIdudWKl27c806m,doo-wop,spotify,artist,1963
randy bell,randy bell,randy bell,randy bell,Randy Bell,5yt63DPCn2dJvouyoIyp3W,,none,artist,1984
randy brown,randy brown,randy brown,randy brown,Randy Brown,5ZvCdT0yXfPC2r5uIQwpHm,texas country,spotify,artist,1979
randy edelman,randy edelman,randy edelman,randy edelman,Randy Edelman,3shMd6Vll0mOcviQ3hrk8m,,none,artist,1975
randy houser,randy houser,randy houser,randy houser,Randy Houser,56x8mYvS3cyDGAi8N2FxbB,country;acoustic country,spotify,artist,2016
randy meisner,randy meisner,randy meisner,randy meisner,Randy Meisner,00f43SIUld0KU349dnwsmC,country rock,spotify,artist,1982
randy newman,randy newman,randy newman,randy newman,Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,,none,artist,1989
randy newman & paul simon,randy newman & paul simon,randy newman,randy newman,Randy Newman,3HQyFCFFfJO3KKBlUfZsyW,,none,l2,1983
randy travis,randy travis,randy travis,randy travis,Randy Travis,1pTuR132U5b4Rizal2Pr7m,christian country;classic country;country;traditional country,spotify,artist,2003
randy vanwarmer,randy vanwarmer,randy vanwarmer,randy vanwarmer,Randy VanWarmer,6IRQiyNmNGjGlrmEl0iArm,,none,artist,1981
raphael saadiq,raphael saadiq,raphael saadiq,raphael saadiq,Raphael Saadiq,6g0Wah2YFtb1rFgKhUktlo,neo soul;soul;retro soul,spotify,artist,1995
raphael saadiq & q-tip,raphael saadiq & q-tip,raphael saadiq,raphael saadiq,Raphael Saadiq,6g0Wah2YFtb1rFgKhUktlo,neo soul;soul;retro soul,spotify,l2,1999
raphael saadiq featuring d'angelo,raphael saadiq,raphael saadiq,raphael saadiq,Raphael Saadiq,6g0Wah2YFtb1rFgKhUktlo,neo soul;soul;retro soul,spotify,l1,2002
rapination & kym mazelle,rapination & kym mazelle,rapination,rapination,,,,none,,1993
rappin' 4-tay,rappin' 4-tay,rappin' 4-tay,rappin 4tay,Rappin' 4-Tay,4tzxCsdhR0IIUNyzwrag4C,g-funk;west coast hip hop;old school hip hop;hyphy,spotify,artist,1996
rappin' 4-tay featuring the spinners,rappin' 4-tay,rappin' 4-tay,rappin 4tay,Rappin' 4-Tay,4tzxCsdhR0IIUNyzwrag4C,g-funk;west coast hip hop;old school hip hop;hyphy,spotify,l1,1995
rare earth,rare earth,rare earth,rare earth,Rare Earth,6eEsIl4wosvhuWI0mfXxAF,motown;acid rock,spotify,artist,1978
rascal flatts,rascal flatts,rascal flatts,rascal flatts,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,country,spotify,artist,2021
rascal flatts featuring natasha bedingfield,rascal flatts,rascal flatts,rascal flatts,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,country,spotify,l1,2012
raspberries,raspberries,raspberries,raspberries,Raspberries,7Kkx4dACo6kFSeT9wjfVA5,power pop;jangle pop,spotify,artist,1974
ratt,ratt,ratt,ratt,Ratt,3tufWJzpCiAGleBt5TkmTn,glam metal;glam rock;hard rock,spotify,artist,1989
rauw alejandro,rauw alejandro,rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,artist,2024
rauw alejandro & bad bunny,rauw alejandro & bad bunny,rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,l2,2025
rauw alejandro & chencho corleone,rauw alejandro & chencho corleone,rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,l2,2022
rauw alejandro & feid,rauw alejandro & feid,rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,l2,2024
rauw alejandro & laura pausini,rauw alejandro & laura pausini,rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,l2,2024
rauw alejandro & romeo santos,rauw alejandro & romeo santos,rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,l2,2025
"rauw alejandro, lyanno & brray","rauw alejandro, lyanno & brray",rauw alejandro,rauw alejandro,Rauw Alejandro,4nE8H1cOpxhOA7qsSF9htT,,none,l2,2022
raven-symone,raven-symone,raven-symone,ravensymone,,,,none,,1993
ravyn lenae,ravyn lenae,ravyn lenae,ravyn lenae,Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,alternative r&b;indie soul,spotify,artist,2025
ray and bob,ray and bob,ray,ray,Ray And Bob,39JEDw71HZWBFu9Hfo61aF,rockabilly,spotify,artist,1962
ray anthony,ray anthony,ray anthony,ray anthony,Ray Anthony,428zeiMjfBhCMFHLF2UQxI,,none,artist,1963
ray anthony and his orchestra,ray anthony and his orchestra,ray anthony,ray anthony,Ray Anthony,428zeiMjfBhCMFHLF2UQxI,,none,l2,1959
ray barretto,ray barretto,ray barretto,ray barretto,Ray Barretto,2h4ndKS2vRWeFLpq8ARu0D,latin jazz;salsa;son cubano;cha cha cha;mambo,spotify,artist,1963
ray bryant,ray bryant,ray bryant,ray bryant,Ray Bryant,617L0tV5Y7lMvUHGHR43AR,jazz;vocal jazz,spotify,artist,1967
ray bryant combo,ray bryant combo,ray bryant combo,ray bryant combo,Ray Bryant Combo,4YRmlGRIdL7pS3Xqr69HcQ,,none,artist,1960
ray charles,ray charles,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,artist,1975
ray charles & betty carter,ray charles & betty carter,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,l2,1962
ray charles & jimmy lewis,ray charles & jimmy lewis,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,l2,1969
ray charles & the raelets,ray charles & the raelets,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,l2,1966
ray charles and his orchestra with the raelettes,ray charles and his orchestra with the raelettes,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,l2,1961
ray charles and his orchestra,ray charles and his orchestra,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,l2,1966
ray charles with the raylettes,ray charles with the raylettes,ray charles,ray charles,Ray Charles,1eYhYunlNJlDoQhtYBvPsi,jazz blues;soul;soul blues;blues;classic soul,spotify,l2,1959
ray conniff and the singers,ray conniff and the singers,ray conniff,ray conniff,Ray Conniff,7LfRnzGM0wRSyS5mmAwJbv,orchestral;easy listening;big band,spotify,l2,1966
ray conniff his orchestra and chorus,ray conniff his orchestra and chorus,ray conniff his orchestra,ray conniff his orchestra,,,,none,,1960
ray ellis,ray ellis,ray ellis,ray ellis,Ray Ellis,0Ad4kws7g5wmcp02xipx4S,,none,artist,1960
ray ellis and his orchestra,ray ellis and his orchestra,ray ellis,ray ellis,Ray Ellis,0Ad4kws7g5wmcp02xipx4S,,none,l2,1961
ray j,ray j,ray j,ray j,Ray J,6gbGGM0E8Q1hE511psqxL0,,none,artist,2006
ray j & yung berg,ray j & yung berg,ray j,ray j,Ray J,6gbGGM0E8Q1hE511psqxL0,,none,l2,2008
ray j featuring bobby brackins,ray j,ray j,ray j,Ray J,6gbGGM0E8Q1hE511psqxL0,,none,l1,2013
ray j featuring lil' kim,ray j,ray j,ray j,Ray J,6gbGGM0E8Q1hE511psqxL0,,none,l1,2001
ray kennedy,ray kennedy,ray kennedy,ray kennedy,Ray Kennedy,6CPNVbAOtmZGh4N2PHZRQe,aor;arena rock,spotify,artist,1980
ray lamontagne,ray lamontagne,ray lamontagne,ray lamontagne,Ray LaMontagne,6DoH7ywD5BcQvjloe9OcIj,,none,artist,2008
ray parker jr.,ray parker jr.,ray parker jr.,ray parker jr,Ray Parker Jr.,0NyzfcGDZZ6GM25EBG9BYK,,none,artist,2024
ray parker jr. & raydio,ray parker jr. & raydio,ray parker jr.,ray parker jr,Ray Parker Jr.,0NyzfcGDZZ6GM25EBG9BYK,,none,l2,1981
"ray parker,jr. & helen terry","ray parker,jr. & helen terry",ray parker,ray parker,Ray Parker,3ntALbApeCg3CHREEqMaeU,,none,l2,1986
ray peterson,ray peterson,ray peterson,ray peterson,Ray Peterson,7BDI9Iqt24gl4RGdS6hWs9,adult standards,spotify,artist,1964
ray price,ray price,ray price,ray price,Ray Price,5sAg1HZePcFfhrs0G8A8OP,classic country;honky tonk;traditional country,spotify,artist,1973
ray sawyer,ray sawyer,ray sawyer,ray sawyer,Ray Sawyer,4Qm80YHGbBBGXJyX4SGm7A,,none,artist,1976
ray sharpe,ray sharpe,ray sharpe,ray sharpe,Ray Sharpe,4Tnu2xPRWy7IsD0ja3WP7D,rockabilly;doo-wop,spotify,artist,1959
ray smith,ray smith,ray smith,ray smith,Ray Smith,22MW0C6OvdKXdabkA7u2ao,,none,artist,1960
ray stevens,ray stevens,ray stevens,ray stevens,Ray Stevens,7MpUvihmfilIxyN20kXwQj,comedy;classic country,spotify,artist,1979
"ray, goodman & brown","ray, goodman & brown",ray,ray,"Ray, Goodman & Brown",58U0OwuIViimy39WEbRbXh,quiet storm;classic soul,spotify,artist,1980
raybon bros.,raybon bros.,raybon bros.,raybon bros,,,,none,,1997
raydio,raydio,raydio,raydio,Raydio,1lUeg6GEZY31pVyUN8AtAF,,none,artist,1979
raymond lefevre and his orchestra,raymond lefevre and his orchestra,raymond lefevre,raymond lefevre,,,,none,,1968
rayvon,rayvon,rayvon,rayvon,Rayvon,1oqC0QCUYf3c2pPB8h5EAj,,none,artist,1994
razzy,razzy,razzy,razzy,Razzy,6dIEPi0OSswsGvA46dfRtY,,none,artist,1974
re-flex,re-flex,re-flex,reflex,RE-FLEX,1fFq8nPWwsjCjj3mtQxskn,,none,artist,1984
ready for the world,ready for the world,ready for the world,ready for the world,Ready For The World,6h29EZDlc2NTvmCUe4yoXV,new jack swing;quiet storm,spotify,artist,1987
real boston richey,real boston richey,real boston richey,real boston richey,Real Boston Richey,1iwUuIOKYjV7SKIg27v4zi,,none,artist,2025
real life,real life,real life,real life,Real Life,1n0pe6Cx9pCNvXYkX9TTLX,new wave;synthpop,spotify,artist,1989
real mccoy,real mccoy,real mccoy,real mccoy,Real McCoy,2vRfKzjQYJQd67X8x49MOh,eurodance;europop,spotify,artist,1997
realestk,realestk,realestk,realestk,RealestK,35R1B97CfrqKFFI3QBkTDx,,none,artist,2021
reality,reality,reality,reality,Reality,0FvRr7kKHIwQJxpRwf5OCw,,none,artist,1994
reba,reba,reba,reba,Reba,0I2iJ4qXhWez7QzSRd2UX6,,none,artist,2011
reba mcentire,reba mcentire,reba mcentire,reba mcentire,Reba McEntire,02rd0anEWfMtF7iMku9uor,country;classic country,spotify,artist,2005
reba mcentire duet with kelly clarkson,reba mcentire duet with kelly clarkson,reba mcentire,reba mcentire,Reba McEntire,02rd0anEWfMtF7iMku9uor,country;classic country,spotify,l2,2007
rebbie jackson,rebbie jackson,rebbie jackson,rebbie jackson,Rebbie Jackson,4FRnFYyWy6yzCXQySCsOfb,post-disco,spotify,artist,1985
rebecca black,rebecca black,rebecca black,rebecca black,Rebecca Black,3Vl9fyKMIdLMswk8ai3mm9,hyperpop,spotify,artist,2011
rebecca black & dave days,rebecca black & dave days,rebecca black,rebecca black,Rebecca Black,3Vl9fyKMIdLMswk8ai3mm9,hyperpop,spotify,l2,2013
rebecca lynn howard,rebecca lynn howard,rebecca lynn howard,rebecca lynn howard,Rebecca Lynn Howard,12bBoCZdPZbBEq1xHT0heD,christian country,spotify,artist,2002
rebekah,rebekah,rebekah,rebekah,Rebekah,7rmuxvt1D8dIU920lNcR67,hard techno;acid techno;techno;tekno;industrial,spotify,artist,1998
red eye,red eye,red eye,red eye,Red Eye,4yu1crXDHBTb27yiM5otx5,j-rap;hip hop,spotify,artist,1971
red hot chili peppers,red hot chili peppers,red hot chili peppers,red hot chili peppers,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,funk rock;alternative rock;rock,spotify,artist,2022
red rider,red rider,red rider,red rider,Red Rider,4EGlaDAVZTNNknDdKHrHRp,classic rock,spotify,artist,1984
red river dave,red river dave,red river dave,red river dave,Red River Dave,4TUxVYUlW8rB7UW3Iwz2es,southern gothic,spotify,artist,1960
red rockers,red rockers,red rockers,red rockers,Red Rockers,1XSr5JDq8gNy49oQcyYmcO,dub,spotify,artist,1983
red skelton,red skelton,red skelton,red skelton,Red Skelton,0YknRjcsjkgJS26Rzgvd2t,comedy,spotify,artist,1969
red sovine,red sovine,red sovine,red sovine,Red Sovine,7wVgfy012qNvQ607JM5Qsf,classic country,spotify,artist,1976
redbone,redbone,redbone,redbone,Redbone,0w7HLMvZOHatWVbAKee1zF,native american music,spotify,artist,1974
redeye,redeye,redeye,redeye,redeye,5ssCZr5pZ8xQTYsdO0FdRk,,none,artist,1971
redhead kingpin & the f.b.i.,redhead kingpin & the f.b.i.,redhead kingpin,redhead kingpin,Redhead Kingpin,3eru99lOKhgL99zE3hZOxw,new jack swing,spotify,l2,1992
redman,redman,redman,redman,Redman,7xTKLpo7UCzXSnlH7fOIoM,east coast hip hop;old school hip hop;hardcore hip hop;hip hop,spotify,artist,1997
redman featuring dj kool,redman,redman,redman,Redman,7xTKLpo7UCzXSnlH7fOIoM,east coast hip hop;old school hip hop;hardcore hip hop;hip hop,spotify,l1,2001
redman featuring k-solo,redman,redman,redman,Redman,7xTKLpo7UCzXSnlH7fOIoM,east coast hip hop;old school hip hop;hardcore hip hop;hip hop,spotify,l1,1997
redman/method man,redman,redman,redman,Redman,7xTKLpo7UCzXSnlH7fOIoM,east coast hip hop;old school hip hop;hardcore hip hop;hip hop,spotify,l1,1995
rednex,rednex,rednex,rednex,Rednex,22Zqu1yyebVnbve8FxbJ2g,,none,artist,1995
reel 2 real featuring the mad stuntman,reel 2 real,reel 2 real,reel 2 real,Reel 2 Real,4AXX8UN3xaPrxHSqrgE3Ta,eurodance;hip house,spotify,l1,1994
reel tight,reel tight,reel tight,reel tight,Reel Tight,3RDn4MbEVElc5Z7hBVaHxx,,none,artist,1998
reeve carney featuring bono & the edge,reeve carney,reeve carney,reeve carney,Reeve Carney,7qDUWeBzKcDnh15yhYBf2U,musicals,spotify,l1,2011
refugee camp all stars featuring pras (with ky-mani),refugee camp all stars,refugee camp all stars,refugee camp all stars,,,,none,,1997
reg owen & his orchestra,reg owen & his orchestra,reg owen,reg owen,Reg Owen,2mm1A1eXCxcnKwV7mRoUqL,,none,l2,1959
regard,regard,regard,regard,Regard,4ofCBoyEiGSePFAG500xev,,none,artist,2020
regard x troye sivan x tate mcrae,regard x troye sivan x tate mcrae,regard,regard,Regard,4ofCBoyEiGSePFAG500xev,,none,l2,2021
regina,regina,regina,regina,Regina,3MOaTMa6KdlpTt5PUskLks,worship,spotify,artist,1986
regina belle,regina belle,regina belle,regina belle,Regina Belle,3J9tQvcK0bY3CcVcgRELxH,quiet storm,spotify,artist,1993
regina spektor,regina spektor,regina spektor,regina spektor,Regina Spektor,3z6Gk257P9jNcZbBXJNX5i,anti-folk,spotify,artist,2007
rehab,rehab,rehab,rehab,Rehab,1qh1aHXy7LRcb7eyriuJTS,country hip hop,spotify,artist,2008
reik featuring ozuna & wisin,reik,reik,reik,Reik,0vR2qb8m9WHeZ5ByCbimq2,latin pop,spotify,l1,2018
reina,reina,reina,reina,reina,6FVP7BKUUx1uCNPbX35fdf,j-r&b,spotify,artist,2003
reiss featuring special guest michie mee,reiss,reiss,reiss,REISS,3BSkPwyf7Wb9mY3xFijUiq,,none,l1,1998
rej3ctz,rej3ctz,rej3ctz,rej3ctz,Rej3ctz,67oiK9STe75g3hNiUFyaRo,,none,artist,2011
rejoice!,rejoice!,rejoice!,rejoice,Rejoice,74t8gOskGO2qibLmbu8zi3,hardcore;hardcore punk,spotify,l3,1968
relient k,relient k,relient k,relient k,Relient K,3nJWBJvK7uGvfp4iZh9CkN,christian rock;christian alternative rock;pop punk,spotify,artist,2006
rell featuring jay-z,rell,rell,rell,Rell,0EOoSsmM3oV2aoGL3Od3E3,,none,l1,1998
rema & selena gomez,rema & selena gomez,rema,rema,Rema,46pWGuE3dSwY3bMMXGBvVS,afrobeats;afrobeat;afropop;afropiano,spotify,l2,2023
remedy,remedy,remedy,remedy,Remedy,0Z5hmVxMatrIWgNi989seP,,none,artist,1993
remy ma,remy ma,remy ma,remy ma,Remy Ma,39mHYiNmLR7p8PXNG8Wll6,,none,artist,2006
remy shand,remy shand,remy shand,remy shand,Remy Shand,0uPJNqmDRzjZJZXXG6HDtt,neo soul,spotify,artist,2002
rene & angela,rene & angela,rene,rene,Rene & Angela,01Wck2m10xhdxUrLaMq60y,quiet storm;post-disco,spotify,artist,1986
rene & rene,rene & rene,rene,rene,,,,none,,1969
rene and ray,rene and ray,rene,rene,Rene And Ray,1JD5s93dL9RxiWIs9Mz6Mx,,none,artist,1962
reparata,reparata,reparata,reparata,Reparata,7pjiMmGVz6Fz9UrHVrSzt3,northern soul,spotify,artist,1975
reparata and the delrons,reparata and the delrons,reparata,reparata,Reparata,7pjiMmGVz6Fz9UrHVrSzt3,northern soul,spotify,l2,1965
republica,republica,republica,republica,Republica,06YQ6XwCdPUn8rAXV70gge,britpop,spotify,artist,1997
restless heart,restless heart,restless heart,restless heart,Restless Heart,0FcmRWJUfnCuwoXE1H2b0H,classic country,spotify,artist,1993
restless heart featuring warren hill,restless heart,restless heart,restless heart,Restless Heart,0FcmRWJUfnCuwoXE1H2b0H,classic country,spotify,l1,1993
reuben howell,reuben howell,reuben howell,reuben howell,Reuben Howell,11QbPRY2p7BeMLVmAdGfpP,northern soul;motown,spotify,artist,1974
reunion,reunion,reunion,reunion,Reunion,3o5OdrGG6RqPkAmPfMvMl0,,none,artist,1974
"rev. martin luther king, jr.","rev. martin luther king, jr.",rev. martin luther king,rev martin luther king,,,,none,,1968
revelation,revelation,revelation,revelation,Revelation,4xSp6WltH5N47OrAu4pjKw,hardstyle;frenchcore;hardcore,spotify,artist,1976
rex allen,rex allen,rex allen,rex allen,Rex Allen,66SqnH24eOjN0IEwWjmMyQ,traditional country,spotify,artist,1962
rex smith,rex smith,rex smith,rex smith,Rex Smith,0UUErweJscAbuxMmVo8MON,,none,artist,1979
rex smith/rachel sweet,rex smith,rex smith,rex smith,Rex Smith,0UUErweJscAbuxMmVo8MON,,none,l1,1981
rhinoceros,rhinoceros,rhinoceros,rhinoceros,Rhinoceros,1axiHsrs3sMtvmUejd2Pzn,,none,artist,1969
rhythm heritage,rhythm heritage,rhythm heritage,rhythm heritage,Rhythm Heritage,2ZGlJUO9hdjZEvl710OpVX,,none,artist,1977
rhythm syndicate,rhythm syndicate,rhythm syndicate,rhythm syndicate,Rhythm Syndicate,1sU7qgZ9VopsF8AWtQxA6L,,none,artist,1992
ric ocasek,ric ocasek,ric ocasek,ric ocasek,Ric Ocasek,1iTrwmoisuv7HbdY5tTVUt,,none,artist,1987
ric-a-che featuring darija,ric-a-che,ric-a-che,ricache,Ricache,3lWOryhVF4wWSdW9KwnwzW,,none,l3,2004
ricardo ray,ricardo ray,ricardo ray,ricardo ray,Ricardo Ray,6OiDDqxl5JuyPkWXZn0jUR,,none,artist,1968
ricegum featuring alissa violet,ricegum,ricegum,ricegum,Ricegum,07rW6SaeqR1jLTl9RJjPWt,,none,l1,2017
rich amiri,rich amiri,rich amiri,rich amiri,Rich Amiri,2sF5nNXnrrsCPZlt8ZpyGd,rage rap,spotify,artist,2024
rich boy featuring polow da don,rich boy,rich boy,rich boy,Rich Boy,6mXlDbi03T8wXYwWYew0Ut,southern hip hop;crunk,spotify,l1,2007
"rich gang featuring lil wayne, birdman, future, mack maine, nicki minaj",rich gang,rich gang,rich gang,Rich Gang,5pU9lKGn9IUnVvOCONrcIS,,none,l1,2013
rich gang featuring young thug & rich homie quan,rich gang,rich gang,rich gang,Rich Gang,5pU9lKGn9IUnVvOCONrcIS,,none,l1,2015
rich homie quan,rich homie quan,rich homie quan,rich homie quan,Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,southern hip hop,spotify,artist,2015
rich homie quan featuring problem,rich homie quan,rich homie quan,rich homie quan,Rich Homie Quan,5lHRUCqkQZCIWeX7xG4sYT,southern hip hop,spotify,l1,2014
rich the kid,rich the kid,rich the kid,rich the kid,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,trap,spotify,artist,2019
rich the kid featuring kendrick lamar,rich the kid,rich the kid,rich the kid,Rich The Kid,1pPmIToKXyGdsCF6LmqLmI,trap,spotify,l1,2018
"richard ""dimples"" fields","richard ""dimples"" fields","richard ""dimples"" fields",richard dimples fields,Richard Dimples Fields,6SNblpZj6cK0YWC1Ci8CKs,,none,l3,1982
"richard ""groove"" holmes","richard ""groove"" holmes","richard ""groove"" holmes",richard groove holmes,,,,none,,1966
richard and the young lions,richard and the young lions,richard,richard,Richard And The Young Lions,3QDerZemTYTDqImkqjcBA8,garage rock;proto-punk;power pop,spotify,artist,1966
richard barrett with the chantels,richard barrett with the chantels,richard barrett,richard barrett,Richard Barrett,1IV8ZDS7ZU7s0Bfk4Spu1k,,none,l2,1959
richard burton,richard burton,richard burton,richard burton,Richard Burton,3nPXtky186MMoAc7uvKFhh,,none,artist,1965
richard chamberlain,richard chamberlain,richard chamberlain,richard chamberlain,Richard Chamberlain,3Ptt9v6BtfyugYPpZXnpDH,,none,artist,1964
richard cocciante,richard cocciante,richard cocciante,richard cocciante,Richard Cocciante,3JyyauuFQaaem8qboNQaZq,,none,artist,1976
richard harris,richard harris,richard harris,richard harris,Richard Harris,0JfhyM4Y1jfxkevddBRVfn,,none,artist,1972
richard hayman and his orchestra,richard hayman and his orchestra,richard hayman,richard hayman,Richard Hayman,68tBK9r9zdViB8V73G5SA9,exotica,spotify,l2,1961
richard marx,richard marx,richard marx,richard marx,Richard Marx,0grdhNhiRLFBaFVyybqsj6,soft rock,spotify,artist,1997
richard marx & donna lewis,richard marx & donna lewis,richard marx,richard marx,Richard Marx,0grdhNhiRLFBaFVyybqsj6,soft rock,spotify,l2,1998
richie allen,richie allen,richie allen,richie allen,Richie Allen,2QycgFiuMbf6EiyqH9jeyY,,none,artist,1960
richie furay,richie furay,richie furay,richie furay,Richie Furay,2KpCZazKx8c2qBDtNXvmvf,country rock;ccm,spotify,artist,1980
richie havens,richie havens,richie havens,richie havens,Richie Havens,4Qk0lWGeXydDvfrDufDQ9p,,none,artist,1971
richie rich,richie rich,richie rich,richie rich,Richie Rich,4hSGrfIm5xRloHXESKxrFd,g-funk;west coast hip hop;hyphy,spotify,artist,1997
richie sambora,richie sambora,richie sambora,richie sambora,Richie Sambora,6uNjT2PKDfR7t48JKhajkh,aor,spotify,artist,1991
richy mitch and the coal miners,richy mitch and the coal miners,richy mitch,richy mitch,Richy Mitch,5p2zg6ZJ1Ai0Ri6KCJUbr7,,none,l2,2024
rick and the keens,rick and the keens,rick,rick,,,,none,,1961
rick astley,rick astley,rick astley,rick astley,Rick Astley,0gxyHStUsqpMadRV0Di1Qt,,none,artist,1994
rick bowles,rick bowles,rick bowles,rick bowles,,,,none,,1982
rick cunha,rick cunha,rick cunha,rick cunha,Rick Cunha,3EttlHwImIiozmPZb1VJox,exotica,spotify,artist,1974
rick dees,rick dees,rick dees,rick dees,Rick Dees,2JfcsTakrXZXEJ8d29Q8Ad,,none,artist,1985
rick dees & his cast of idiots,rick dees & his cast of idiots,rick dees,rick dees,Rick Dees,2JfcsTakrXZXEJ8d29Q8Ad,,none,l2,1977
rick derringer,rick derringer,rick derringer,rick derringer,Rick Derringer,1FX4aA0cUcWndv39j1YoTm,classic rock,spotify,artist,1975
rick james,rick james,rick james,rick james,Rick James,0FrpdcVlJQqibaz5HfBUrL,funk;motown;disco,spotify,artist,1985
rick james and smokey robinson,rick james and smokey robinson,rick james,rick james,Rick James,0FrpdcVlJQqibaz5HfBUrL,funk;motown;disco,spotify,l2,1984
rick nelson,rick nelson,rick nelson,rick nelson,Rick Nelson,7J4x370U8CPXt03tsy48gt,,none,artist,1970
rick nelson and the stone canyon band,rick nelson and the stone canyon band,rick nelson,rick nelson,Rick Nelson,7J4x370U8CPXt03tsy48gt,,none,l2,1973
rick pinette & oak,rick pinette & oak,rick pinette,rick pinette,,,,none,,1980
rick ross,rick ross,rick ross,rick ross,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,southern hip hop,spotify,artist,2006
rick ross & meek mill,rick ross & meek mill,rick ross,rick ross,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,southern hip hop,spotify,l2,2023
rick ross featuring chris brown,rick ross,rick ross,rick ross,Rick Ross,1sBkRIssrMs1AbVkOJbc7a,southern hip hop,spotify,l1,2015
